package_id,created_at,test_week,clickability_test_id,headline,eyecatcher_id,impressions,clicks,ctr,first_place,winner
79,2014-11-20 14:27:14.957,201446,546dfa4226714c0538000064,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546df33b84ad3834f000004c,3848,220,0.057172557172557176,True,True
80,2014-11-20 14:27:38.304,201446,546dfa4226714c0538000064,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546df33b84ad3834f000004c,3948,181,0.04584599797365755,False,False
81,2014-11-20 14:28:28.553,201446,546dfa4226714c0538000064,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546df33b84ad3834f000004c,3839,182,0.04740817921333681,False,False
82,2014-11-20 14:29:15.311,201446,546dfa4226714c0538000064,A Bunch Of Celebrities Recorded A Song To Raise Money For Ebola. Meet The One Who Said 'No Thanks'.,546df33b84ad3834f000004c,3845,186,0.048374512353706114,False,False
84,2014-11-20 14:54:18.78,201446,546e009a9ad54ec65b00004b,A Science Guy Helps 3 Dudes From America Understand What They're Really Up Against,546c7f2dbadeb5788700000a,4571,58,0.012688689564646685,False,False
95,2014-11-20 15:04:49.517,201446,546e009a9ad54ec65b00004b,He Sat Them Down And Told Them About An Imminent Death — Which Is Why They Came To Australia,546c7f2dbadeb5788700000a,4601,27,0.005868289502282112,False,False
100,2014-11-20 15:13:36.266,201446,546e009a9ad54ec65b00004b,"The 3 Of Them Needed To See It In Person, And The Fact That It Was Beautiful Made It Even Worse",546c7f2dbadeb5788700000a,4567,63,0.013794613531858988,True,False
102,2014-11-20 15:15:25.697,201446,546e009a9ad54ec65b00004b,"They May Not Be The Most Handsome Dudes, But They're Passionate. And They Have A Mission.",546c7f2dbadeb5788700000a,4524,44,0.009725906277630416,False,False
103,2014-11-20 15:22:07.561,201446,546cb9c954524053ac000013,"The Selfies Were Already Bad Enough, But Then There Was Everything Else. This Woman May Have Issues.",546c7f42badeb54dd0000005,4527,189,0.041749502982107355,True,False
104,2014-11-20 15:44:52.233,201446,546cb9c954524053ac000013,Warning: Beware Of Her Selfies And Stereotypes. She's Doing Pretty Much Everything Wrong.,546c7f42badeb54dd0000005,4600,154,0.033478260869565214,False,False
105,2014-11-20 15:45:15.951,201446,546cb9c954524053ac000013,"Sigh... I Wanted To Like This Woman, But The Selfies Were Too Much. Also, Everything Else About Her.",546c7f42badeb54dd0000005,4603,162,0.035194438409732784,False,False
140,2014-11-20 19:47:22.141,201446,546e454a9ad54e2af0000070,A Couple That Loves To Travel Together Came Up With A Genius Idea.,546a84cc5b606a1fa0000022,3017,35,0.01160092807424594,False,False
157,2015-02-05 08:37:40.316,201505,54d1967c63666200191c0000,My Mom Forced Me To Study When I Was A Kid. These Parents Don't Want Kids To Take This Test At All.,54d1d11364666100261c0000,2188,14,0.006398537477148081,False,False
167,2014-11-20 18:21:02.939,201446,546e2ce926714c856600004f,"Colbert Asked Eva Longoria If She Produced A Tomato, But What She Really Produced Is So Much Better",546e302d26714cd2dd00005b,3612,50,0.013842746400885935,True,False
168,2014-11-20 18:21:46.162,201446,546e2ce926714c856600004f,"Without Our 'Food Chains', We'd All Be In 'The Hunger Games'",546e302d26714cd2dd00005b,3529,15,0.004250495891187305,False,False
169,2014-11-20 18:26:37.742,201446,546e2ce926714c856600004f,"From Wisteria Lane To The Farm, Actress Eva Longoria Has It Together",546e302d26714cd2dd00005b,3573,16,0.004478029666946544,False,False
170,2014-11-20 18:27:35.087,201446,546e2ce926714c856600004f,"In This World 40,000 Pounds Is Worth Only $400. Holy Crap, That's Not Good.",546e302d26714cd2dd00005b,3616,25,0.006913716814159292,False,False
179,2014-11-20 18:37:56.353,201446,546e2ce926714c856600004f,What Are Walmart And Whole Foods Doing That Wendy's Isn't?,546e302d26714cd2dd00005b,3485,30,0.00860832137733142,False,False
195,2014-11-20 19:28:40.172,201446,546e40d226714cd2dd00006f,Nothing Prepared Me For This Mind-Bending NASA Video About What Went On Across The Earth During 2006,546dedbd84ad38b2ce000034,3006,32,0.010645375914836993,False,False
196,2014-11-20 19:28:54.285,201446,546e40d226714cd2dd00006f,Nothing Prepared Me For This Mind-Bending NASA Video About What Went On Across The Earth During 2006,546dedbf26714c82cc000029,3123,39,0.012487992315081652,False,False
197,2014-11-20 19:29:09.563,201446,546e40d226714cd2dd00006f,Nothing Prepared Me For This Mind-Bending NASA Video About What Went On Across The Earth During 2006,546dedc09ad54eca4800003d,3001,50,0.016661112962345886,False,False
198,2014-11-20 19:29:29.447,201446,546e40d226714cd2dd00006f,Nothing Prepared Me For This Mind-Bending NASA Video About What Went On Across The Earth During 2006,546dedbf9ad54e2af0000032,3115,62,0.019903691813804174,True,False
226,2014-11-20 19:53:24.931,201446,546e454a9ad54e2af0000070,A Couple That Loves To Travel Together Came Up With A Genius Idea,546e47149ad54e667a000084,3077,40,0.012999675008124796,False,False
227,2014-11-20 19:53:55.687,201446,546e454a9ad54e2af0000070,A Couple That Loves To Travel Together Came Up With A Genius Idea,546e46ce26714c8566000062,3059,49,0.016018306636155607,False,False
228,2014-11-20 19:54:35.088,201446,546e454a9ad54e2af0000070,A Couple That Loves To Travel Together Came Up With A Genius Idea,546e46f584ad381bbe00006d,3051,84,0.02753195673549656,True,False
229,2014-11-20 19:55:42.82,201446,546e454a9ad54e2af0000070,A Couple That Loves To Travel Together Came Up With A Genius Idea,546e473b26714c0538000091,3056,82,0.026832460732984294,False,False
230,2014-11-20 19:55:57.867,201446,546e454a9ad54e2af0000070,A Couple That Loves To Travel Together Came Up With A Genius Idea,546e47489ad54e1f7700005f,3014,79,0.026211015262110154,False,False
264,2014-11-20 21:33:01.644,201446,546e5e0d9ad54eca48000061,Here's What Every School Should Put Right Next To The Swing Set,546ab4ea007368d4ff00000d,2988,28,0.009370816599732263,True,False
266,2014-11-20 21:36:06.291,201446,546e5e0d9ad54eca48000061,A Bunch Of Schools In Oregon Tried An Experiment. And The Results? Just Wow.,546ab4da0073687d49000006,3036,28,0.00922266139657444,False,False
273,2014-11-20 21:44:28.646,201446,546e5e0d9ad54eca48000061,I Wish My 2nd Grade Class Had Been Like This. These Kids Are The Luckiest Ever.,546ab4da0073687d49000006,3048,24,0.007874015748031496,False,False
277,2014-11-20 21:47:17.123,201446,546e5e0d9ad54eca48000061,"A Bunch Of Schools In Oregon Are Phasing Out 'Gross Meat Surprise' For Lunch, And Phasing Them In",546ab4da0073687d49000006,3145,10,0.003179650238473768,False,False
278,2014-11-20 21:48:44.791,201446,546e5e0d9ad54eca48000061,A Bunch Of Schools In Oregon Are Trying A Big Experiment. Spoiler Alert: Everyone Loves It.,546ab4da0073687d49000006,3033,24,0.00791295746785361,False,False
297,2014-11-21 00:01:52.201,201446,546e80f084ad380752000096,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3101,116,0.03740728797162206,True,False
299,2014-11-21 00:36:54.967,201446,546e884b0f6b59d292000001,This Stunning NASA Video Gave Me A Whole New Way To Think About What Happens In That Sky Up There,546dedbf9ad54e2af0000032,3078,34,0.011046133853151396,False,False
300,2014-11-21 00:06:27.137,201446,546e80f084ad380752000096,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3042,106,0.034845496383957925,False,False
301,2014-11-21 00:07:35.484,201446,546e80f084ad380752000096,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3092,111,0.03589909443725744,False,False
302,2014-11-21 00:08:07.551,201446,546e80f084ad380752000096,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,2985,94,0.03149078726968174,False,False
307,2014-11-21 00:33:15.96,201446,546e884b0f6b59d292000001,Nothing Prepared Me For This Mind-Bending NASA Video About What Went On Across The Earth During 2006,546dedbf9ad54e2af0000032,3016,49,0.016246684350132625,False,False
308,2014-11-21 00:34:08.338,201446,546e884b0f6b59d292000001,Nothing Prepared Me For This Mind-Bending NASA Video About What Happened In The Atmosphere In 2006,546dedbf9ad54e2af0000032,3059,53,0.017325923504413206,True,False
310,2014-11-21 00:36:31.449,201446,546e884b0f6b59d292000001,You Think You Know What Happens In The Atmosphere. This Mind-Bending NASA Video Says ‘Maybe Not.’,546dedbf9ad54e2af0000032,3036,23,0.007575757575757576,False,False
311,2014-11-21 00:37:13.072,201446,546e884b0f6b59d292000001,Mind Bent. This NASA Video About What Happened In The Atmosphere In 2006 Is What Did It.,546dedbf9ad54e2af0000032,3050,35,0.011475409836065573,False,False
335,2014-11-21 02:07:59.735,201446,546e9e7f87942a5546000003,She Took Personal Photos She Found In An Awful Tragedy And Put Them All Over Facebook. Well Done.,546e996087942a0fc2000007,3078,101,0.03281351526965562,True,False
336,2014-11-21 02:08:43.099,201446,546e9e7f87942a5546000003,She Found Other People's Personal Photos In An Awful Tragedy. Then She Put Them All Over Facebook.,546e996087942a0fc2000007,3039,69,0.022704837117472853,False,False
337,2014-11-21 02:09:30.177,201446,546e9e7f87942a5546000003,A Touching Story About Taking Other People's Personal Photos And Posting Them On Facebook,546e996087942a0fc2000007,3066,45,0.014677103718199608,False,False
399,2014-11-21 05:25:21.848,201446,546eccc187942aedcb000013,"Colbert Asked Eva Longoria If She Produced A Tomato, But What She Really Produced Is So Much Better",546e302d26714cd2dd00005b,3035,34,0.011202635914332784,False,False
400,2014-11-21 05:25:53.553,201446,546eccc187942aedcb000013,Eva Longoria Got A Full Audience Of People To Laugh And Applaud A Tomato,546e302d26714cd2dd00005b,2981,26,0.00872190540087219,False,False
401,2014-11-21 05:26:19.444,201446,546eccc187942aedcb000013,"Eva Longoria Got A Full Audience Of People To Laugh, Applaud And Boo Over Tomatoes",546e302d26714cd2dd00005b,3024,21,0.006944444444444444,False,False
402,2014-11-21 05:27:02.433,201446,546eccc187942aedcb000013,"If You're Planning On Eating A BLT That's Heavy On The T, You Might Want To Watch This First",546e302d26714cd2dd00005b,3095,62,0.020032310177705976,True,False
403,2014-11-21 05:27:35.315,201446,546eccc187942aedcb000013,A Famous Actress Visits A Talk Show To Plug A Movie She's Not Even In,546e302d26714cd2dd00005b,3038,36,0.01184990125082291,False,False
427,2014-11-21 07:13:10.846,201446,546ee60687942a5546000028,A Bunch Of Schools In Oregon Tried An Experiment. And The Results? Just Wow.,546ab4da0073687d49000006,3038,43,0.014154048716260697,False,False
428,2014-11-21 07:20:16.156,201446,546ee60687942a5546000028,A Bunch Of Schools In Oregon Tried An Experiment. And The Results? Just Wow.,546ee79287942a99a6000028,3013,82,0.027215399933620977,True,False
429,2014-11-21 07:20:27.352,201446,546ee60687942a5546000028,A Bunch Of Schools In Oregon Tried An Experiment. And The Results? Just Wow.,546ee79392f391552c000035,2999,58,0.019339779926642216,False,False
430,2014-11-21 07:20:46.137,201446,546ee60687942a5546000028,A Bunch Of Schools In Oregon Tried An Experiment. And The Results? Just Wow.,546ee79387942a3efd00001b,3093,38,0.012285806660200453,False,False
467,2014-11-21 14:12:57.899,201446,546f486992f391bd48000025,"She Let Strangers Ask Her Questions About Lesbians, Then Her Raised-Eyebrow Game Shamed Us All",546d1b4bfd3617f091000041,3029,84,0.027731924727632883,False,False
468,2014-11-21 14:13:40.411,201446,546f486992f391bd48000025,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,2985,103,0.03450586264656617,True,False
469,2014-11-21 14:16:09.699,201446,546f486992f391bd48000025,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3093,81,0.026188166828322017,False,False
470,2014-11-21 14:17:14.78,201446,546f486992f391bd48000025,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3076,109,0.035435630689206764,False,True
471,2014-11-21 14:36:51.541,201446,546f4e0387942a3efd000029,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3146,135,0.04291163382072473,True,True
472,2014-11-21 14:36:51.576,201446,546f4e0387942a3efd000029,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3008,114,0.03789893617021277,False,False
474,2014-11-21 14:47:27.72,201446,546f4e0387942a3efd000029,This Dictator Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3035,98,0.03228995057660626,False,False
476,2014-11-21 14:47:43.761,201446,546f4e0387942a3efd000029,This Dictator Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3018,86,0.028495692511597084,False,False
501,2014-11-21 15:35:09.664,201446,546f5bad87942a5546000042,People Freak Out When He Hits Her In Public. Watch What Happens When She Hits Him.,546eeea687942a554600002d,3108,170,0.0546975546975547,True,False
502,2014-11-21 15:35:26.14,201446,546f5bad87942a5546000042,People Freak Out When He Hits Her In Public. Watch What Happens When She Hits Him.,546ef56887942aedcb000017,3113,136,0.04368776100224864,False,False
504,2014-11-21 15:35:36.185,201446,546f5bad87942a5546000042,People Freak Out When He Hits Her In Public. Watch What Happens When She Hits Him.,546f3f0a92f391daa3000022,2978,95,0.03190060443250504,False,False
505,2014-11-21 16:48:42.691,201446,546f6cea87942a99a600003f,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,546f591187942a1fe2000033,3081,67,0.02174618630314833,True,False
506,2014-11-21 15:35:48.188,201446,546f5bd487942a99a6000039,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped",546ebd5b92f391daa3000014,3069,37,0.012056044314108831,False,False
507,2014-11-21 15:35:53.084,201446,546f5bad87942a5546000042,People Freak Out When He Hits Her In Public. Watch What Happens When She Hits Him.,546f3f0b87942a0fc200002b,2985,145,0.048576214405360134,False,False
508,2014-11-21 15:36:36.598,201446,546f5bd487942a99a6000039,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped",546ebd5b92f391daa3000014,3019,47,0.015568068896985757,True,False
509,2014-11-21 15:37:03.592,201446,546f5bd487942a99a6000039,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped",546ebd5b92f391daa3000014,3064,23,0.007506527415143603,False,False
510,2014-11-21 15:37:22.737,201446,546f5bd487942a99a6000039,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped",546ebd5b92f391daa3000014,3092,36,0.01164294954721863,False,False
511,2014-11-21 15:37:49.164,201446,546f5bd487942a99a6000039,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped",546ebd5b92f391daa3000014,2967,27,0.00910010111223458,False,False
532,2014-11-21 16:48:56.89,201446,546f6cea87942a99a600003f,A Bunch Of Celebs Have Actually Shut Up About Ebola,546f591187942a1fe2000033,3077,68,0.022099447513812154,False,False
552,2014-11-21 18:51:44.977,201446,546f889587942aedcb000048,I Thought They Were Just Sharing Their Passion. Then My Stomach Dropped.,546ebd5b92f391daa3000014,3024,43,0.014219576719576719,True,True
562,2014-11-21 18:46:45.768,201446,546f889587942aedcb000048,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped",546ebd5b92f391daa3000014,3018,33,0.010934393638170975,False,False
563,2014-11-21 18:51:17.29,201446,546f889587942aedcb000048,"When These Seemingly Okay Individuals Shared Their Secret, My Stomach Dropped",546ebd5b92f391daa3000014,3061,35,0.011434171839268212,False,False
566,2014-11-21 18:52:17.137,201446,546f889587942aedcb000048,"Their Secret Made My Stomach Drop, But It Also Binds Them Together",546ebd5b92f391daa3000014,3059,25,0.008172605426610004,False,False
569,2014-11-21 18:53:53.029,201446,546f8a4192f3914d3100005e,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,546f591187942a1fe2000033,3110,74,0.023794212218649517,True,False
571,2014-11-21 18:55:06.293,201446,546f8a4192f3914d3100005e,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,546f8a4f92f391552c000066,3010,63,0.020930232558139535,False,False
574,2014-11-21 18:58:43.014,201446,546f8a4192f3914d3100005e,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,546f8ac392f391552c000067,3067,58,0.018910987936093904,False,False
576,2014-11-21 18:59:43.285,201446,546f8a4192f3914d3100005e,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,546f8b7192f391ed31000067,3052,65,0.02129750982961992,False,False
578,2014-11-21 19:02:17.718,201446,546f88620f6b596759000059,This Is Probably Why LGBT Kids Need To Be Reminded It Gets Better,546f85fe0f6b590c66000058,3017,10,0.003314550878355983,False,False
579,2014-11-21 19:02:31.384,201446,546f88620f6b596759000059,LGBT Folks Have Made A Lot Of Progress. Except Not So Much In This One Place.,546f85fe0f6b590c66000058,3083,14,0.0045410314628608495,False,False
580,2014-11-21 19:02:51.67,201446,546f88620f6b596759000059,"If You Think Anti-Gay Bias Is A Thing Of The Past, You’re Probably Not A High School Student",546f85fe0f6b590c66000058,3027,17,0.0056161215725140405,False,False
581,2014-11-21 19:03:50.046,201446,546f88620f6b596759000059,Here's An 'F' Word That's Hurting A Lot More Kids Than The 'F' Word,546f85fe0f6b590c66000058,3069,31,0.010101010101010102,True,False
588,2014-11-21 19:47:37.158,201446,546f907787942a1fe2000052,"Ben Wakes Up And Goes To His Job On Capitol Hill Every Morning, Just Like So Many Others. But Not.",546f924887942a90ce000054,3083,20,0.006487187804086928,False,False
591,2014-11-21 19:30:56.219,201446,546f907787942a1fe2000052,He Says He Does His Job Like Any Other Person. But He's The Only One.,546f924887942a90ce000054,3005,25,0.008319467554076539,True,False
593,2014-11-21 19:31:47.274,201446,546f907787942a1fe2000052,"Tolerance In Washington? It’s True, I Swear. Meet Ben.",546f924887942a90ce000054,3042,11,0.003616042077580539,False,False
601,2014-11-21 19:49:08.395,201446,546f907787942a1fe2000052,He's 1 Of Only 4 Who Has Ever Worked On Capitol Hill,546f924887942a90ce000054,3063,20,0.00652954619653934,False,False
622,2014-11-21 21:28:54.946,201446,546fae960f6b59d292000063,"4 Years Ago, A TV Show Got Very, Very Daring. It Took A Ton Of Guts To Air This Scene.",53e53b89220776c9b9000024,3021,56,0.018536908308507117,False,False
634,2014-11-21 22:53:55.225,201446,546fc2720f6b598c7b000067,A 13-Year-Old Came Out To His Best Bro And The Response Gave Me All The Feels,546fc7eddcdc825cba000002,3030,51,0.016831683168316833,False,False
635,2014-11-22 00:43:46.873,201446,546fae960f6b59d292000063,"4 Years Ago, A TV Show Got Very, Very Daring. It Took A Ton Of Guts To Air This Scene.",53e53b89220776c9b9000024,3066,80,0.02609262883235486,False,False
639,2014-11-22 02:55:00.045,201446,546ff5410e78bdd64600000f,A Reading Of 'Dinner With Monoliths' By Joseph Lamour,546ff54b0e78bdd646000016,3078,6,0.001949317738791423,False,False
640,2014-11-22 02:55:38.128,201446,546ff5410e78bdd64600000f,How The First Dinner I Had With A Boyfriend And My Parents Went,546ff54b0e78bdd646000016,3069,19,0.0061909416748126425,False,False
646,2014-11-24 17:57:47.871,201447,54737147d289f68ac400001a,"A Music Video With All Of My Favorite People, And They’re Not Even Real People",545c03114601954a15000009,3011,20,0.006642311524410495,True,False
653,2014-11-22 14:06:45.085,201446,5470911bbc296f1b1300001a,How One Artist Made His Parents More Uncomfortable Than They've Ever Been Before,54709805bc296ffe23000020,2548,38,0.014913657770800628,False,False
654,2014-11-22 14:16:06.178,201446,54709a23bc296ffe23000024,They Gave Each Kid A Barbie And A Doll With Real Proportions. What They Say Next Really Says It All.,54701cfc0e78bd5058000026,2993,163,0.054460407617774806,False,False
678,2014-11-24 00:17:00.944,201447,547278e0ce85339079000038,A 13-Year-Old Came Out To His Best Bro And The Response Gave Me All The Feels,546fa5e187942a1fe2000069,3717,89,0.023944040893193436,False,True
698,2014-11-24 18:53:00.658,201447,54737e84d1d9c6f452000015,"A Man Groped Her When She Was Walking Down The Street, But That's Not Why She's Angry",547365f7d289f68ac4000009,3044,49,0.016097240473061762,False,False
700,2014-11-24 19:10:41.212,201447,547382b1d1d9c60be100001b,"Finally, Something That Makes Sense Coming Out Of Ferguson. From The Mouths Of Children.",546be06f100ab5a63f000064,3009,12,0.003988035892323031,True,False
707,2014-11-24 21:01:35.245,201447,54739629d289f6df1400002e,How Some Old Records And Spray Paint Became The Foundation For A Movement That Changed The World,54740c53dd782f196f00002d,3637,7,0.00192466318394281,True,False
711,2014-11-24 22:30:57.695,201447,5473b170109cd613f700005d,It Never Occurred To Me That You Could Explain Economic Inequality With Air Travel. This Guy Did It.,5473b17dd289f63c4600006a,3851,71,0.018436769670215528,True,False
712,2014-11-24 22:51:12.345,201447,54734674050a26e721000011,David Suzuki Blasts Canadian Mounties After They Arrest His Grandson,54734b8f050a268c91000012,3779,19,0.005027785128340831,False,False
722,2014-11-25 12:46:30.708,201447,547478cca341b93f81000048,Cops Thought The Black Teen Had A Rocket Launcher. So Neil Taught Them All A Lesson.,546fd33d0e78bdc337000004,3021,46,0.015226746110559417,False,False
728,2014-11-25 14:43:14.52,201447,5474944d1631de2f1200003f,Your Doctor Asks You This Question All The Time. Why Can't You Ever Answer It?,5473c7b2dd782ff1b1000002,3052,35,0.011467889908256881,True,False
735,2014-11-25 15:18:15.795,201447,54749cdedd782ff1b1000047,"You May Find These Things Gross, But Wait 'Til You See What They Can Do",547483f91631de66cc00003b,3098,32,0.010329244673983214,False,False
741,2014-12-16 02:03:54.612,201450,548f8b413335310012050000,"Poverty? Yes. Kids Running Amok? Yes. Healthy, Fresh Vegetables? Actually, Yes.",548f89573834330018030000,1976,2,0.0010121457489878543,False,False
752,2014-11-25 20:52:51.588,201447,5474e9f93134660024050000,Allow This Fuzzy Pink Puppet To Tell You The Story Of Her Trek Across The Abortion Desert,5472a9a8050a262812000003,3066,9,0.0029354207436399216,False,False
754,2014-11-25 20:55:54.875,201447,5474e9f2323764001b080000,A Mother-Daughter Movement That Literally Inspires The Pants Off People,5474ecc83237640012110000,3053,33,0.010809040288241074,False,False
757,2014-11-25 21:30:09.654,201447,546e419526714c1ad9000066,Feeling Down? Here's How To Make Every Minute Of Your Day Amazing,5474fa43353834001b080000,3048,11,0.0036089238845144356,True,False
762,2014-11-25 21:52:08.808,201447,5474f4e16635610018010000,Talking About Money Is Hard. Owing Money Is Harder. Doing What They Did Is Hardest. Do It Anyway.,545bd44849823fee1e000096,3077,20,0.006499837504062398,False,False
764,2014-11-25 21:56:35.144,201447,5474fabd353834001b090000,This Industry Has The Highest Rates Of Sexual Harassment. And A Lot Of Our Young Women Work In It.,545bb711d5a7dab11f00008b,3131,14,0.004471414883423826,False,False
770,2014-11-25 23:56:35.002,201447,547517326530300018160000,The Truth About The Ferguson Case That Most People Won't Acknowledge,5474d8b9f1465f03b7000019,3029,80,0.02641135688345989,False,False
771,2014-11-25 23:58:52.374,201447,547517326530300018160000,The Truth About The Ferguson Case That Most People Won't Acknowledge,5474d8b9f1465f03b7000019,3018,83,0.027501656726308814,False,False
775,2014-11-26 02:13:34.684,201447,5475367061636104e6080000,This Little Girl's Disease Is Totally Manageable. Too Bad She Lives In The Wrong Country.,54752731376265001b020000,3630,18,0.0049586776859504135,False,False
786,2014-11-26 05:09:42.189,201447,54755bf46163612673010000,"The First Statistic Is Shocking. The Second, Sickening. But That's What Makes Her Story So Striking.",5473818ad1d9c60be100001a,4275,27,0.00631578947368421,False,False
792,2014-11-26 06:50:17.637,201447,54756e20326131001b1c0000,"The Next Time You Dismiss Your Chores, Here’s Something Important To Remember",54756da1376265001b320000,3025,36,0.011900826446280991,False,False
807,2014-11-26 15:17:22.813,201447,5475eeac6163610015520000,She Walked In The Classroom Saw Something Terrible And Took Her Seat Anyway. Then She Stood Back Up.,5475d6696163612673210000,3034,53,0.01746868820039552,False,False
817,2014-11-26 18:06:40.738,201447,5476168f32613100187b0000,Depression In Teens Looks Almost Nothing Like Depression In Adults,5473c8781631de7fd800000e,3554,28,0.007878446820483961,False,False
844,2014-12-01 01:46:47.784,201448,547bc865346330001b050000,A Father Wrote His Kid 14 Things To Always Remember. And I Forget 9 Of Them Every Day.,547b5855346330001b000000,3183,38,0.011938422871504869,False,False
