package_id,created_at,test_week,clickability_test_id,headline,eyecatcher_id,impressions,clicks,ctr,ctr_demeaned,first_place,winner,is_highest_ctr,headline_num_persons,headline_num_orgs,headline_num_gpes,headline_has_person,headline_has_org,headline_has_gpe,headline_has_money,starts_with_verb,starts_with_pronoun,starts_with_number,num_pronouns,num_chars,num_tokens,avg_token_len,ends_with_qmark,ends_with_exclaim,has_quote,has_all_caps_word,num_nouns,num_verbs,num_adjs,num_advs,headline_imperative_verb,headline_has_curiosity_word,headline_curiosity_similarity,headline_has_intensity_word,headline_intensity_similarity,neg,neu,pos,compound,created_at_dayofweek,created_at_hourofday,test_group_size,read_flesch,read_coleman,specificity_tfidf
227,2014-11-20 19:53:55.687,201446,546e454a9ad54e2af0000070,A Couple That Loves To Travel Together Came Up With A Genius Idea,546e46ce26714c8566000062,3059,49,0.0160183066361556,-0.5615366685984067,False,False,False,0,0,0,False,False,False,False,False,False,False,1,65,13,4.076923076923077,False,False,False,False,3,3,0,1,False,False,0.7991083860397339,False,0.7991083860397339,0.0,0.73,0.27,0.5719,3,19,6,63.486153846153854,5.569230769230771,0.40510255022612257
228,2014-11-20 19:54:35.088,201446,546e454a9ad54e2af0000070,A Couple That Loves To Travel Together Came Up With A Genius Idea,546e46f584ad381bbe00006d,3051,84,0.0275319567354965,0.9849169681334292,True,False,True,0,0,0,False,False,False,False,False,False,False,1,65,13,4.076923076923077,False,False,False,False,3,3,0,1,False,False,0.7991083860397339,False,0.7991083860397339,0.0,0.73,0.27,0.5719,3,19,6,63.486153846153854,5.569230769230771,0.40510255022612257
229,2014-11-20 19:55:42.820,201446,546e454a9ad54e2af0000070,A Couple That Loves To Travel Together Came Up With A Genius Idea,546e473b26714c0538000091,3056,82,0.0268324607329842,0.8909643008531899,False,False,False,0,0,0,False,False,False,False,False,False,False,1,65,13,4.076923076923077,False,False,False,False,3,3,0,1,False,False,0.7991083860397339,False,0.7991083860397339,0.0,0.73,0.27,0.5719,3,19,6,63.486153846153854,5.569230769230771,0.40510255022612257
230,2014-11-20 19:55:57.867,201446,546e454a9ad54e2af0000070,A Couple That Loves To Travel Together Came Up With A Genius Idea,546e47489ad54e1f7700005f,3014,79,0.0262110152621101,0.8074949752985725,False,False,False,0,0,0,False,False,False,False,False,False,False,1,65,13,4.076923076923077,False,False,False,False,3,3,0,1,False,False,0.7991083860397339,False,0.7991083860397339,0.0,0.73,0.27,0.5719,3,19,6,63.486153846153854,5.569230769230771,0.40510255022612257
264,2014-11-20 21:33:01.644,201446,546e5e0d9ad54eca48000061,Here's What Every School Should Put Right Next To The Swing Set,546ab4ea007368d4ff00000d,2988,28,0.0093708165997322,0.7370224641357251,True,False,True,0,0,0,False,False,False,False,False,False,False,1,63,13,4.0,False,False,True,False,3,3,0,3,False,False,0.7928146123886108,True,0.7928146123886108,0.0,1.0,0.0,0.0,3,21,5,95.955,6.383333333333336,0.4782390194869541
266,2014-11-20 21:36:06.291,201446,546e5e0d9ad54eca48000061,A Bunch Of Schools In Oregon Tried An Experiment. And The Results? Just Wow.,546ab4da0073687d49000006,3036,28,0.0092226613965744,0.6782781507636725,False,False,False,0,0,0,False,False,False,False,False,False,False,0,76,17,3.7058823529411766,False,False,False,False,5,1,0,1,False,False,0.8632501363754272,False,0.8632501363754272,0.0,0.759,0.241,0.5859,3,21,5,78.87285714285717,4.828571428571429,0.34711697764234944
273,2014-11-20 21:44:28.646,201446,546e5e0d9ad54eca48000061,I Wish My 2nd Grade Class Had Been Like This. These Kids Are The Luckiest Ever.,546ab4da0073687d49000006,3048,24,0.0078740157480314,0.1435330934370859,False,False,False,0,0,0,False,False,False,False,False,True,False,3,79,18,3.5555555555555554,False,False,False,False,5,4,1,0,False,False,0.8679121732711792,False,0.8679121732711792,0.0,0.569,0.431,0.8442,3,21,5,98.25250000000001,2.9750000000000014,0.3620716739738093
277,2014-11-20 21:47:17.123,201446,546e5e0d9ad54eca48000061,"A Bunch Of Schools In Oregon Are Phasing Out 'Gross Meat Surprise' For Lunch, And Phasing Them In",546ab4da0073687d49000006,3145,10,0.0031796502384737,-1.717807397471312,False,False,False,0,0,0,False,False,False,False,False,False,False,1,97,21,3.8095238095238093,False,False,True,False,7,3,0,0,False,False,0.7471289038658142,False,0.7471289038658142,0.153,0.743,0.104,-0.25,3,21,5,80.46500000000002,7.366666666666667,0.308831887183778
278,2014-11-20 21:48:44.791,201446,546e5e0d9ad54eca48000061,A Bunch Of Schools In Oregon Are Trying A Big Experiment. Spoiler Alert: Everyone Loves It.,546ab4da0073687d49000006,3033,24,0.0079129574678536,0.1589736891348291,False,False,False,0,0,0,False,False,False,False,False,False,False,2,91,19,4.0,False,False,False,False,7,3,0,0,False,False,0.8383519649505615,True,0.8383519649505615,0.0,0.67,0.33,0.7096,3,21,5,61.24000000000001,6.962500000000002,0.32938673730221074
299,2014-11-21 00:36:54.967,201446,546e884b0f6b59d292000001,This Stunning NASA Video Gave Me A Whole New Way To Think About What Happens In That Sky Up There,546dedbf9ad54e2af0000032,3078,34,0.0110461338531513,-0.4204369985669964,False,False,False,0,0,0,False,False,False,False,False,False,False,2,97,20,3.9,False,False,False,True,5,3,2,2,False,False,0.9281235337257385,False,0.9281235337257385,0.0,0.874,0.126,0.3818,4,0,5,76.55500000000004,5.34,0.3237859889399242
307,2014-11-21 00:33:15.960,201446,546e884b0f6b59d292000001,Nothing Prepared Me For This Mind-Bending NASA Video About What Went On Across The Earth During 2006,546dedbf9ad54e2af0000032,3016,49,0.0162466843501326,0.8750018559595993,False,False,False,0,0,0,False,False,False,False,False,True,False,3,100,19,4.421052631578948,False,False,False,True,4,3,0,0,False,False,0.8537106513977051,False,0.8537106513977051,0.094,0.906,0.0,-0.1695,4,0,5,55.21529411764709,10.776470588235295,0.34520146613198643
308,2014-11-21 00:34:08.338,201446,546e884b0f6b59d292000001,Nothing Prepared Me For This Mind-Bending NASA Video About What Happened In The Atmosphere In 2006,546dedbf9ad54e2af0000032,3059,53,0.0173259235044132,1.1438365369405912,True,False,True,0,0,0,False,False,False,False,False,True,False,3,98,18,4.611111111111111,False,False,False,True,4,3,0,0,False,False,0.8561884760856628,False,0.8561884760856628,0.1,0.9,0.0,-0.1695,4,0,5,47.83250000000001,12.075,0.3447290140094571
310,2014-11-21 00:36:31.449,201446,546e884b0f6b59d292000001,You Think You Know What Happens In The Atmosphere. This Mind-Bending NASA Video Says ‘Maybe Not.’,546dedbf9ad54e2af0000032,3036,23,0.0075757575757575,-1.2848955346725346,False,False,False,1,0,0,True,False,False,False,False,True,False,3,97,22,3.727272727272727,False,False,True,True,4,5,0,1,False,False,0.9030867218971252,False,0.9030867218971252,0.0,1.0,0.0,0.0,4,0,5,66.5275,8.412500000000001,0.30304814744843667
311,2014-11-21 00:37:13.072,201446,546e884b0f6b59d292000001,Mind Bent. This NASA Video About What Happened In The Atmosphere In 2006 Is What Did It.,546dedbf9ad54e2af0000032,3050,35,0.0114754098360655,-0.3135058596606594,False,False,False,0,0,0,False,False,False,False,False,False,False,3,88,19,3.789473684210526,False,False,False,True,5,3,0,0,False,False,0.9265273809432983,False,0.9265273809432983,0.0,1.0,0.0,0.0,4,0,5,70.14470588235295,6.341176470588234,0.33906484981835755
335,2014-11-21 02:07:59.735,201446,546e9e7f87942a5546000003,She Took Personal Photos She Found In An Awful Tragedy And Put Them All Over Facebook. Well Done.,546e996087942a0fc2000007,3078,101,0.0328135152696556,1.0359755666944588,True,False,True,0,0,0,False,False,False,False,False,True,False,4,97,20,4.0,False,False,False,False,4,4,1,0,False,False,0.8817076086997986,True,0.8817076086997986,0.302,0.612,0.086,-0.743,4,2,3,66.36500000000001,7.688888888888886,0.40590808443805715
336,2014-11-21 02:08:43.099,201446,546e9e7f87942a5546000003,She Found Other People's Personal Photos In An Awful Tragedy. Then She Put Them All Over Facebook.,546e996087942a0fc2000007,3039,69,0.0227048371174728,-0.0763250512664355,False,False,False,0,0,0,False,False,False,False,False,True,False,4,98,20,4.1,False,False,True,False,7,2,0,1,False,False,0.8611377477645874,True,0.8611377477645874,0.33,0.67,0.0,-0.8126,4,2,3,63.84279411764709,7.670588235294122,0.39891345550348317
337,2014-11-21 02:09:30.177,201446,546e9e7f87942a5546000003,A Touching Story About Taking Other People's Personal Photos And Posting Them On Facebook,546e996087942a0fc2000007,3066,45,0.0146771037181996,-0.9596505154280232,False,False,False,0,0,0,False,False,False,False,False,False,False,1,89,15,5.066666666666666,False,False,True,False,6,2,1,0,False,False,0.7818214893341064,True,0.7818214893341064,0.0,1.0,0.0,0.0,4,2,3,41.553571428571445,13.157142857142855,0.34387121826571976
399,2014-11-21 05:25:21.848,201446,546eccc187942aedcb000013,"Colbert Asked Eva Longoria If She Produced A Tomato, But What She Really Produced Is So Much Better",546e302d26714cd2dd00005b,3035,34,0.0112026359143327,-0.0972131017613147,False,False,False,1,1,0,True,True,False,False,False,False,False,3,99,19,4.315789473684211,False,False,False,False,4,4,1,3,False,False,0.8727014660835266,False,0.8727014660835266,0.0,0.789,0.211,0.6448,4,5,6,52.265000000000015,8.655555555555555,0.31080092495418643
400,2014-11-21 05:25:53.553,201446,546eccc187942aedcb000013,Eva Longoria Got A Full Audience Of People To Laugh And Applaud A Tomato,546e302d26714cd2dd00005b,2981,26,0.0087219054008721,-0.6477287017194256,False,False,False,1,0,0,True,False,False,False,False,False,False,0,72,14,4.214285714285714,False,False,False,False,7,2,0,0,False,False,0.7162968516349792,False,0.7162968516349792,0.0,0.602,0.398,0.765,4,5,6,47.59642857142859,6.528571428571432,0.3393285846843434
401,2014-11-21 05:26:19.444,201446,546eccc187942aedcb000013,"Eva Longoria Got A Full Audience Of People To Laugh, Applaud And Boo Over Tomatoes",546e302d26714cd2dd00005b,3024,21,0.0069444444444444,-1.0421770222929136,False,False,False,1,0,0,True,False,False,False,False,False,False,0,82,16,4.25,False,False,False,False,9,1,0,0,False,False,0.7588884830474854,False,0.7588884830474854,0.0,0.645,0.355,0.765,4,5,6,44.97000000000003,8.133333333333336,0.3203855327095044
402,2014-11-21 05:27:02.433,201446,546eccc187942aedcb000013,"If You're Planning On Eating A BLT That's Heavy On The T, You Might Want To Watch This First",546e302d26714cd2dd00005b,3095,62,0.0200323101777059,1.8622393249171136,True,False,True,0,0,0,False,False,False,False,False,False,False,3,92,22,3.3636363636363638,False,False,True,True,3,7,1,0,False,False,0.8967908620834351,False,0.8967908620834351,0.0,0.929,0.071,0.0772,4,5,6,89.5921052631579,4.315789473684212,0.3886480775630836
403,2014-11-21 05:27:35.315,201446,546eccc187942aedcb000013,A Famous Actress Visits A Talk Show To Plug A Movie She's Not Even In,546e302d26714cd2dd00005b,3038,36,0.0118499012508229,0.0464259042155474,False,False,False,0,0,0,False,False,False,False,False,False,False,1,69,16,3.4375,False,False,True,False,6,3,0,1,False,True,0.7816432118415833,False,0.7816432118415833,0.0,1.0,0.0,0.0,4,5,6,78.81000000000003,3.106666666666669,0.3908256023243675
467,2014-11-21 14:12:57.899,201446,546f486992f391bd48000025,"She Let Strangers Ask Her Questions About Lesbians, Then Her Raised-Eyebrow Game Shamed Us All",546d1b4bfd3617f091000041,3029,84,0.0277319247276328,-0.6904507400183977,False,False,False,1,0,0,True,False,False,False,False,True,False,4,94,18,4.444444444444445,False,False,False,False,7,3,0,1,False,False,0.7129002213478088,False,0.7129002213478088,0.205,0.795,0.0,-0.5574,4,14,4,73.17000000000003,12.386666666666667,0.3293036074899957
468,2014-11-21 14:13:40.411,201446,546f486992f391bd48000025,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,2985,103,0.0345058626465661,0.7560040859374976,True,False,False,0,0,0,False,False,False,False,False,False,False,2,75,14,4.571428571428571,False,False,False,False,7,2,0,0,False,False,0.7411638498306274,False,0.7411638498306274,0.197,0.803,0.0,-0.4019,4,14,4,74.805,12.183333333333337,0.3444464293085025
469,2014-11-21 14:16:09.699,201446,546f486992f391bd48000025,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3093,81,0.026188166828322,-1.0200929791839686,False,False,False,0,0,0,False,False,False,False,False,False,False,2,75,14,4.571428571428571,False,False,False,False,7,2,0,0,False,False,0.7411638498306274,False,0.7411638498306274,0.197,0.803,0.0,-0.4019,4,14,4,74.805,12.183333333333337,0.3444464293085025
470,2014-11-21 14:17:14.780,201446,546f486992f391bd48000025,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3076,109,0.0354356306892067,0.9545396332648696,False,True,True,0,0,0,False,False,False,False,False,False,False,2,75,14,4.571428571428571,False,False,False,False,7,2,0,0,False,False,0.7411638498306274,False,0.7411638498306274,0.197,0.803,0.0,-0.4019,4,14,4,74.805,12.183333333333337,0.3444464293085025
471,2014-11-21 14:36:51.541,201446,546f4e0387942a3efd000029,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3146,135,0.0429116338207247,1.1877879011981745,True,True,True,1,0,0,True,False,False,False,False,False,False,4,83,17,3.9411764705882355,False,False,False,False,3,5,0,2,False,False,0.8437116742134094,False,0.8437116742134094,0.2,0.8,0.0,-0.6115,4,14,4,90.05058823529413,5.317647058823528,0.3884413293210271
472,2014-11-21 14:36:51.576,201446,546f4e0387942a3efd000029,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3008,114,0.0378989361702127,0.3952477638550862,False,False,False,1,0,0,True,False,False,False,False,False,False,4,83,17,3.9411764705882355,False,False,False,False,3,5,0,2,False,False,0.8437116742134094,False,0.8437116742134094,0.2,0.8,0.0,-0.6115,4,14,4,90.05058823529413,5.317647058823528,0.3884413293210271
474,2014-11-21 14:47:27.720,201446,546f4e0387942a3efd000029,This Dictator Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3035,98,0.0322899505766062,-0.4915693798556041,False,False,False,0,0,0,False,False,False,False,False,False,False,4,85,16,4.375,False,False,False,False,1,5,0,2,False,False,0.8723407983779907,False,0.8723407983779907,0.21,0.79,0.0,-0.6115,4,14,4,79.5575,7.724999999999998,0.4259637376710287
476,2014-11-21 14:47:43.761,201446,546f4e0387942a3efd000029,This Dictator Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3018,86,0.028495692511597,-1.0914662851976549,False,False,False,0,0,0,False,False,False,False,False,False,False,4,85,16,4.375,False,False,False,False,1,5,0,2,False,False,0.8723407983779907,False,0.8723407983779907,0.21,0.79,0.0,-0.6115,4,14,4,79.5575,7.724999999999998,0.4259637376710287
505,2014-11-21 16:48:42.691,201446,546f6cea87942a99a600003f,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,546f591187942a1fe2000033,3081,67,0.0217461863031483,-0.7071067811865371,True,False,False,0,0,0,False,False,False,False,False,False,False,1,97,22,3.6363636363636362,False,False,True,False,5,3,1,3,False,False,0.9080350399017334,False,0.9080350399017334,0.133,0.867,0.0,-0.3182,4,16,2,75.50000000000003,5.400000000000002,0.3472355052967033
532,2014-11-21 16:48:56.890,201446,546f6cea87942a99a600003f,A Bunch Of Celebs Have Actually Shut Up About Ebola,546f591187942a1fe2000033,3077,68,0.0220994475138121,0.707106781186551,False,False,True,0,0,0,False,False,False,False,False,False,False,0,51,10,4.2,False,False,False,False,3,2,0,1,False,False,0.9015859961509705,False,0.9015859961509705,0.0,1.0,0.0,0.0,4,16,2,52.86500000000001,5.600000000000001,0.4426706033240027
552,2014-11-21 18:51:44.977,201446,546f889587942aedcb000048,I Thought They Were Just Sharing Their Passion. Then My Stomach Dropped.,546ebd5b92f391daa3000014,3024,43,0.0142195767195767,1.2229620016548854,True,True,True,0,0,0,False,False,False,False,False,True,False,4,72,14,4.357142857142857,False,False,False,False,2,4,0,2,False,False,0.9251538515090942,False,0.9251538515090942,0.0,0.608,0.392,0.7003,4,18,4,94.995,7.783333333333335,0.3949038181167479
562,2014-11-21 18:46:45.768,201446,546f889587942aedcb000048,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped",546ebd5b92f391daa3000014,3018,33,0.0109343936381709,-0.1032635170647294,False,False,False,0,0,0,False,False,False,False,False,False,False,2,75,14,4.642857142857143,False,False,False,False,6,2,0,0,False,False,0.8179982304573059,False,0.8179982304573059,0.0,0.806,0.194,0.34,4,18,4,87.99727272727276,14.727272727272727,0.343357938683949
563,2014-11-21 18:51:17.290,201446,546f889587942aedcb000048,"When These Seemingly Okay Individuals Shared Their Secret, My Stomach Dropped",546ebd5b92f391daa3000014,3061,35,0.0114341718392682,0.0984965028703897,False,False,False,0,0,0,False,False,False,False,False,False,False,2,77,12,5.583333333333333,False,False,False,False,3,2,0,1,False,False,0.8959562182426453,False,0.8959562182426453,0.0,0.677,0.323,0.5106,4,18,4,41.8518181818182,16.309090909090916,0.37235516126243207
566,2014-11-21 18:52:17.137,201446,546f889587942aedcb000048,"Their Secret Made My Stomach Drop, But It Also Binds Them Together",546ebd5b92f391daa3000014,3059,25,0.00817260542661,-1.2181949874605464,False,False,False,0,0,0,False,False,False,False,False,True,False,4,66,13,4.230769230769231,False,False,False,False,3,2,0,2,False,False,0.8928244113922119,True,0.8928244113922119,0.124,0.876,0.0,-0.1406,4,18,4,74.805,7.833333333333336,0.4851679571678581
578,2014-11-21 19:02:17.718,201446,546f88620f6b596759000059,This Is Probably Why LGBT Kids Need To Be Reminded It Gets Better,546f85fe0f6b590c66000058,3017,10,0.0033145508783559,-0.8715654402317156,False,False,False,0,0,0,False,False,False,False,False,True,False,2,65,13,4.076923076923077,False,False,False,True,2,5,1,1,False,False,0.860363245010376,False,0.860363245010376,0.0,0.805,0.195,0.4404,4,19,4,76.50153846153849,5.569230769230771,0.36381205711851916
579,2014-11-21 19:02:31.384,201446,546f88620f6b596759000059,LGBT Folks Have Made A Lot Of Progress. Except Not So Much In This One Place.,546f85fe0f6b590c66000058,3083,14,0.0045410314628608,-0.4570200905776946,False,False,False,0,1,0,False,True,False,False,False,False,False,0,77,18,3.4444444444444446,False,False,False,True,5,2,1,1,False,False,0.9520906209945679,False,0.9520906209945679,0.0,0.833,0.167,0.4215,4,19,4,103.54,2.25,0.4389424998406172
580,2014-11-21 19:02:51.670,201446,546f88620f6b596759000059,"If You Think Anti-Gay Bias Is A Thing Of The Past, You’re Probably Not A High School Student",546f85fe0f6b590c66000058,3027,17,0.005616121572514,-0.0936440933981867,False,False,False,0,0,0,False,False,False,False,False,False,False,2,92,22,3.409090909090909,False,False,True,False,7,3,1,1,False,False,0.8876925706863403,False,0.8876925706863403,0.085,0.915,0.0,-0.1027,4,19,4,75.76500000000001,5.755555555555556,0.30862923683322613
581,2014-11-21 19:03:50.046,201446,546f88620f6b596759000059,Here's An 'F' Word That's Hurting A Lot More Kids Than The 'F' Word,546f85fe0f6b590c66000058,3069,31,0.0101010101010101,1.4222296242075974,True,False,True,0,0,0,False,False,False,False,False,False,False,1,67,20,2.7,False,False,True,False,6,3,1,1,False,False,0.7166755795478821,False,0.7166755795478821,0.184,0.816,0.0,-0.4019,4,19,4,101.98214285714286,1.9714285714285715,0.4660996704198239
