package_id,created_at,test_week,clickability_test_id,headline,eyecatcher_id,impressions,clicks,ctr,first_place,winner
467,2014-11-21 14:12:57.899,201446,546f486992f391bd48000025,"She Let Strangers Ask Her Questions About Lesbians, Then Her Raised-Eyebrow Game Shamed Us All",546d1b4bfd3617f091000041,3029,84,0.027731924727632883,False,False
468,2014-11-21 14:13:40.411,201446,546f486992f391bd48000025,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,2985,103,0.03450586264656617,True,False
469,2014-11-21 14:16:09.699,201446,546f486992f391bd48000025,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3093,81,0.026188166828322017,False,False
470,2014-11-21 14:17:14.78,201446,546f486992f391bd48000025,People Ask This Lesbian Questions And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3076,109,0.035435630689206764,False,True
471,2014-11-21 14:36:51.541,201446,546f4e0387942a3efd000029,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3146,135,0.04291163382072473,True,True
472,2014-11-21 14:36:51.576,201446,546f4e0387942a3efd000029,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3008,114,0.03789893617021277,False,False
474,2014-11-21 14:47:27.72,201446,546f4e0387942a3efd000029,This Dictator Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3035,98,0.03228995057660626,False,False
476,2014-11-21 14:47:43.761,201446,546f4e0387942a3efd000029,This Dictator Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,3018,86,0.028495692511597084,False,False
505,2014-11-21 16:48:42.691,201446,546f6cea87942a99a600003f,A Lot Of Celebs Stare Awkwardly At The Camera Without Saying A Word. Here's Why They're So Quiet.,546f591187942a1fe2000033,3081,67,0.02174618630314833,True,False
532,2014-11-21 16:48:56.89,201446,546f6cea87942a99a600003f,A Bunch Of Celebs Have Actually Shut Up About Ebola,546f591187942a1fe2000033,3077,68,0.022099447513812154,False,False
552,2014-11-21 18:51:44.977,201446,546f889587942aedcb000048,I Thought They Were Just Sharing Their Passion. Then My Stomach Dropped.,546ebd5b92f391daa3000014,3024,43,0.014219576719576719,True,True
562,2014-11-21 18:46:45.768,201446,546f889587942aedcb000048,"When These Bright-Eyed Young People Shared Their Secret, My Stomach Dropped",546ebd5b92f391daa3000014,3018,33,0.010934393638170975,False,False
563,2014-11-21 18:51:17.29,201446,546f889587942aedcb000048,"When These Seemingly Okay Individuals Shared Their Secret, My Stomach Dropped",546ebd5b92f391daa3000014,3061,35,0.011434171839268212,False,False
566,2014-11-21 18:52:17.137,201446,546f889587942aedcb000048,"Their Secret Made My Stomach Drop, But It Also Binds Them Together",546ebd5b92f391daa3000014,3059,25,0.008172605426610004,False,False
578,2014-11-21 19:02:17.718,201446,546f88620f6b596759000059,This Is Probably Why LGBT Kids Need To Be Reminded It Gets Better,546f85fe0f6b590c66000058,3017,10,0.003314550878355983,False,False
579,2014-11-21 19:02:31.384,201446,546f88620f6b596759000059,LGBT Folks Have Made A Lot Of Progress. Except Not So Much In This One Place.,546f85fe0f6b590c66000058,3083,14,0.0045410314628608495,False,False
580,2014-11-21 19:02:51.67,201446,546f88620f6b596759000059,"If You Think Anti-Gay Bias Is A Thing Of The Past, You’re Probably Not A High School Student",546f85fe0f6b590c66000058,3027,17,0.0056161215725140405,False,False
581,2014-11-21 19:03:50.046,201446,546f88620f6b596759000059,Here's An 'F' Word That's Hurting A Lot More Kids Than The 'F' Word,546f85fe0f6b590c66000058,3069,31,0.010101010101010102,True,False
588,2014-11-21 19:47:37.158,201446,546f907787942a1fe2000052,"Ben Wakes Up And Goes To His Job On Capitol Hill Every Morning, Just Like So Many Others. But Not.",546f924887942a90ce000054,3083,20,0.006487187804086928,False,False
591,2014-11-21 19:30:56.219,201446,546f907787942a1fe2000052,He Says He Does His Job Like Any Other Person. But He's The Only One.,546f924887942a90ce000054,3005,25,0.008319467554076539,True,False
593,2014-11-21 19:31:47.274,201446,546f907787942a1fe2000052,"Tolerance In Washington? It’s True, I Swear. Meet Ben.",546f924887942a90ce000054,3042,11,0.003616042077580539,False,False
601,2014-11-21 19:49:08.395,201446,546f907787942a1fe2000052,He's 1 Of Only 4 Who Has Ever Worked On Capitol Hill,546f924887942a90ce000054,3063,20,0.00652954619653934,False,False
639,2014-11-22 02:55:00.045,201446,546ff5410e78bdd64600000f,A Reading Of 'Dinner With Monoliths' By Joseph Lamour,546ff54b0e78bdd646000016,3078,6,0.001949317738791423,False,False
640,2014-11-22 02:55:38.128,201446,546ff5410e78bdd64600000f,How The First Dinner I Had With A Boyfriend And My Parents Went,546ff54b0e78bdd646000016,3069,19,0.0061909416748126425,False,False
646,2014-11-24 17:57:47.871,201447,54737147d289f68ac400001a,"A Music Video With All Of My Favorite People, And They’re Not Even Real People",545c03114601954a15000009,3011,20,0.006642311524410495,True,False
653,2014-11-22 14:06:45.085,201446,5470911bbc296f1b1300001a,How One Artist Made His Parents More Uncomfortable Than They've Ever Been Before,54709805bc296ffe23000020,2548,38,0.014913657770800628,False,False
698,2014-11-24 18:53:00.658,201447,54737e84d1d9c6f452000015,"A Man Groped Her When She Was Walking Down The Street, But That's Not Why She's Angry",547365f7d289f68ac4000009,3044,49,0.016097240473061762,False,False
700,2014-11-24 19:10:41.212,201447,547382b1d1d9c60be100001b,"Finally, Something That Makes Sense Coming Out Of Ferguson. From The Mouths Of Children.",546be06f100ab5a63f000064,3009,12,0.003988035892323031,True,False
707,2014-11-24 21:01:35.245,201447,54739629d289f6df1400002e,How Some Old Records And Spray Paint Became The Foundation For A Movement That Changed The World,54740c53dd782f196f00002d,3637,7,0.00192466318394281,True,False
712,2014-11-24 22:51:12.345,201447,54734674050a26e721000011,David Suzuki Blasts Canadian Mounties After They Arrest His Grandson,54734b8f050a268c91000012,3779,19,0.005027785128340831,False,False
728,2014-11-25 14:43:14.52,201447,5474944d1631de2f1200003f,Your Doctor Asks You This Question All The Time. Why Can't You Ever Answer It?,5473c7b2dd782ff1b1000002,3052,35,0.011467889908256881,True,False
741,2014-12-16 02:03:54.612,201450,548f8b413335310012050000,"Poverty? Yes. Kids Running Amok? Yes. Healthy, Fresh Vegetables? Actually, Yes.",548f89573834330018030000,1976,2,0.0010121457489878543,False,False
752,2014-11-25 20:52:51.588,201447,5474e9f93134660024050000,Allow This Fuzzy Pink Puppet To Tell You The Story Of Her Trek Across The Abortion Desert,5472a9a8050a262812000003,3066,9,0.0029354207436399216,False,False
757,2014-11-25 21:30:09.654,201447,546e419526714c1ad9000066,Feeling Down? Here's How To Make Every Minute Of Your Day Amazing,5474fa43353834001b080000,3048,11,0.0036089238845144356,True,False
762,2014-11-25 21:52:08.808,201447,5474f4e16635610018010000,Talking About Money Is Hard. Owing Money Is Harder. Doing What They Did Is Hardest. Do It Anyway.,545bd44849823fee1e000096,3077,20,0.006499837504062398,False,False
764,2014-11-25 21:56:35.144,201447,5474fabd353834001b090000,This Industry Has The Highest Rates Of Sexual Harassment. And A Lot Of Our Young Women Work In It.,545bb711d5a7dab11f00008b,3131,14,0.004471414883423826,False,False
775,2014-11-26 02:13:34.684,201447,5475367061636104e6080000,This Little Girl's Disease Is Totally Manageable. Too Bad She Lives In The Wrong Country.,54752731376265001b020000,3630,18,0.0049586776859504135,False,False
786,2014-11-26 05:09:42.189,201447,54755bf46163612673010000,"The First Statistic Is Shocking. The Second, Sickening. But That's What Makes Her Story So Striking.",5473818ad1d9c60be100001a,4275,27,0.00631578947368421,False,False
792,2014-11-26 06:50:17.637,201447,54756e20326131001b1c0000,"The Next Time You Dismiss Your Chores, Here’s Something Important To Remember",54756da1376265001b320000,3025,36,0.011900826446280991,False,False
844,2014-12-01 01:46:47.784,201448,547bc865346330001b050000,A Father Wrote His Kid 14 Things To Always Remember. And I Forget 9 Of Them Every Day.,547b5855346330001b000000,3183,38,0.011938422871504869,False,False
861,2014-12-02 17:14:02.757,201448,547df31a3932330018000000,"Babies Learn Quickly, But Do Smartphones Really Make Them Smarter?",547dfa9a393233001e050000,3289,6,0.0018242626938279112,False,False
874,2014-12-02 17:35:00.357,201448,547df31a3932330018000000,Does Your Baby Have Their Own Social Media Account? You Might Want To Wait For Them To Use It.,547dfa9a393233001e050000,3243,4,0.0012334258402713536,False,False
889,2014-12-10 14:09:35.854,201449,5488541f30613269c80b0000,1 Out Of Every 4 Prisoners In The World Are From 1 Country. Wish I Could Say I Was Surprised.,53fb5a31a63702141300002d,3229,49,0.015174976772994736,True,False
896,2014-12-02 20:32:04.687,201448,547e21c46161330012150000,A Cop Stops A Black Man For Walking With His Hands In His Pockets. Interesting Conversation Ensues.,547e188c6161330012130000,3049,101,0.033125614955723186,False,False
915,2014-12-03 21:22:12.731,201448,547f7f046538650012820000,"Turns Out, Your Kid Using An iPad Or Android Is NOT A Good Idea. Here’s Why.",547de117333938001e090000,2995,34,0.011352253756260434,False,False
916,2014-12-03 21:56:34.941,201448,547f7f046538650012820000,There's Some Really Intense Reasons Why Babies Shouldn't  Be Looking At iPads,547de117333938001e090000,3015,26,0.008623548922056384,False,False
929,2014-12-04 17:13:22.359,201448,5480963261363300242a0000,"If You're Wondering How To Talk About Black People And White People, Here's 5 Things To Keep In Mind",54731090055a700c5800000b,3082,31,0.010058403634003893,False,False
949,2014-12-04 23:33:21.99,201448,547e7b12343336001b090000,"Sorry, Toymakers Mass-Producing Warped Body Image, He's Got A Paintbrush And He Knows How To Use It",547e792c653865001e1b0000,3493,38,0.010878900658459777,False,False
950,2014-12-04 23:36:23.977,201448,547e7b12343336001b090000,"Maybe Everyone Can't Have A Barbie Like This, But *Everyone* Should See This Barbie",547e792c653865001e1b0000,3454,53,0.015344528083381586,True,False
962,2014-12-05 13:55:20.473,201448,5481b9486163630012050000,"16 Years Ago, A Doctor Published A Study. It Was Completely Made Up, And It Made Us All Sicker.",54738c15109cd613f7000039,3619,60,0.01657916551533573,False,False
963,2014-12-05 13:57:33.581,201448,5481b9486163630012050000,"16 Years Ago, A Doctor Published A Study That Lots Of People Swear By. Problem Is, It Was A Fake.",54738c15109cd613f7000039,3716,59,0.015877287405812703,False,False
965,2014-12-05 14:32:17.497,201448,5481c1c56637320024120000,"16 Years Ago, A Doctor Published A Study. It Was Completely Made Up, And It Made Us All Sicker.",54738c15109cd613f7000039,3648,100,0.027412280701754384,True,False
966,2014-12-05 14:33:29.312,201448,5481c1c56637320024120000,"16 Years Ago, A Doctor Published A Study. It Was Completely Made Up, And It Made Us All Sicker.",54738c15109cd613f7000039,3620,82,0.022651933701657457,False,False
1011,2014-12-08 15:59:11.175,201449,5485c2dc3831610018220000,How To Easily Avoid Every New Parent’s Worst Nightmare,5485c7493139660021160000,3059,20,0.006538084341288003,False,False
1017,2014-12-08 23:32:06.412,201449,548634a9383161001b630000,A Football Player Hit His Wife On Video. America Saw It. And Now America's Telling Her What To Do.,5481dae16134390024040000,3045,30,0.009852216748768473,True,False
1034,2014-12-09 15:37:57.72,201449,54871745643338001b160000,Meet Some People Who Actually Want You To Go To Prison. You'll Be Shocked At Why. Or Not.,545a5c8c288e4031770000a1,3470,40,0.011527377521613832,False,False
1061,2014-12-10 14:25:44.017,201449,548857e732346468b1150000,What Does Trendy Jewelry Have To Do With Her Grandfather's Life's Work? Just You Wait.,548858e9306132001b3a0000,3253,9,0.0027666769136181985,False,False
1062,2014-12-10 14:34:53.026,201449,548857e732346468b1150000,Any Girl Who Has Skipped School For No Good Reason Definitely Hasn’t Seen These Numbers,548858e9306132001b3a0000,3265,25,0.007656967840735069,True,False
1063,2014-12-10 14:52:15.961,201449,54885dba323464001e3a0000,She's Been Threatened And Called A Traitor. All For Being A Doctor.,54885bbc323464055b000000,3167,14,0.004420587306599305,False,False
1064,2014-12-10 14:53:01.607,201449,548857e732346468b1150000,Give A Girl A Book And Strange And Wonderful Things Start To Happen. Just Watch.,548858e9306132001b3a0000,3263,14,0.004290530186944529,False,False
1065,2014-12-10 15:03:21.41,201449,548860633061320024480000,A Little Reminder For Some Of The White Folks I See On Facebook Talking About Race And Cops,54885da4323464001b3f0000,3255,52,0.01597542242703533,False,False
1079,2014-12-10 20:26:03.094,201449,5488a71b3138610015100000,Some Numbers Tell Us Why Any Girl Lucky Enough To Go To School Shouldn't Be Skipping Class,54887b683061320012660000,3068,15,0.0048891786179921775,False,False
1082,2014-12-10 21:15:12.053,201449,5488b7e03863370015290000,"When She Asked Him About Bullying, He Gave Her Exactly The Answer She Deserved",53ed36712667ed7166000050,3044,60,0.01971090670170828,True,False
1084,2014-12-10 21:17:03.656,201449,5488b7e03863370015290000,A Girl Asks A TV Star An Adorable Question About Growing Up. His Answer Is So Sweet And Perfect.,53ed36712667ed7166000050,3038,35,0.01152073732718894,False,False
1088,2014-12-10 22:24:21.074,201449,5488a71b3138610015100000,"For Many Girls Around The World, A Better Life Could Be As Easy As 123 and ABC... Literally",54887b683061320012660000,3031,22,0.007258330583965688,False,False
1094,2014-12-11 00:01:54.151,201449,5488dd76313861001b3b0000,There’s Nothing Funny About Ferguson. But This Parody Makes It Hard Not To Laugh.,5488dc69313861001b380000,3126,31,0.009916826615483045,False,False
1113,2014-12-11 18:50:38.727,201449,5489e6bd6132610015020000,This Is Not Your Typical 'Inspiration Porn' Story About A Man With A Disability. This Is Reality.,5489c1a331386179fe150000,3036,27,0.008893280632411068,False,False
1166,2014-12-14 14:26:12.533,201450,548d9de765366100240a0000,"If A Celebrity Like Samuel L. Jackson Puts This Out There, You Know It's Going To Be Big ...",548d84893932630012060000,3068,42,0.013689700130378096,False,False
1167,2014-12-14 14:45:54.341,201450,548da2073932630015110000,"When A Celebrity Like Samuel L. Jackson Puts This Out There, You Know It's Going To Go Big",548d84893932630012060000,3050,45,0.014754098360655738,False,False
1188,2014-12-15 15:18:39.288,201450,548efbcf65393300121a0000,No One Has Ever Built A Resort In The Grand Canyon. Will These Guys Be The First?,548a75393839360012260000,3136,23,0.007334183673469388,False,False
1203,2014-12-15 17:09:32.418,201450,548f15083836390021480000,It's Usually Not Good To Use Toys To Help Kids Fit In. But A Scientist Found The Right Way To Do It.,548e7c0c383639001e0e0000,3073,27,0.00878620240807029,False,False
1208,2014-12-15 19:04:15.002,201450,548f30ae383639001b6b0000,"If You've Ever Wondered What Love Actually Looks Like, I'd Suggest You Take A Gander At These Women",547675f83762650018b90000,2691,27,0.010033444816053512,True,False
1216,2014-12-15 21:44:31.337,201450,548f30ae383639001b6b0000,I Challenge You To Watch This And Not See Love Every Time They Look At Each Other.,547675f83762650018b90000,2893,30,0.010369858278603527,False,False
1217,2014-12-15 21:44:34.722,201450,548f30ae383639001b6b0000,48 Years Ago It Must've Been *The Real Thing* For These Ladies. It Had To Be.,547675f83762650018b90000,2811,23,0.008182141586623977,False,False
1269,2014-12-16 18:09:47.145,201450,549073c43335310012b80000,She Tried To Relate To Him By Saying That Her Brother Got Their Filipino Nanny Pregnant. Bad Idea.,5490751b3335310012c00000,3513,21,0.005977796754910333,False,False
1335,2014-12-17 16:16:59.4,201450,54919992373636001b4a0000,A Brilliant Scientist Created The Coolest Toy Ever For This Kid So He Wouldn't Feel Left Out,5491aa0130613400155b0000,3079,28,0.00909386164339071,False,False
1337,2014-12-17 16:18:09.887,201450,54919992373636001b4a0000,A Brilliant Scientist Created The Coolest Toy Ever For Some Kids So They Wouldn't Feel Left Out,5491aaab3736360015680000,3083,20,0.006487187804086928,False,False
1395,2014-12-18 22:46:13.181,201450,5480963261363300242a0000,"If You're Wondering How To Talk About Black People And White People, Here's 5 Things To Keep In Mind",54731090055a700c5800000b,2988,50,0.01673360107095047,True,False
1421,2014-12-19 15:38:48.337,201450,549444f23732320024420000,You're Not Allowed To Make Jokes About This Holiday Anymore. Thanks.,5494465032616300182f0000,3015,17,0.005638474295190713,False,False
1422,2014-12-19 15:41:01.762,201450,549444f23732320024420000,This Holiday Was Invented In 1965 But That Doesn't Mean It's Not Real. Okay?,5494465032616300182f0000,3079,28,0.00909386164339071,False,False
1465,2014-12-21 20:17:47.288,201451,54972aeb61663662200e0000,This Professor Says We Spend 40% Of Our Lives Doing Something That Could Hurt Us For A Good Reason,5491dfd030613421d84f0000,2965,20,0.006745362563237774,False,False
1516,2014-12-22 15:29:34.075,201451,549832ea663661001e4c0000,Feel Kinda Down About Climate Change? Here's 1 Easy Way To Help.,5498365f3633350021400000,2914,15,0.005147563486616335,False,False
1519,2014-12-22 16:30:40.191,201451,54984730663661001b3f0000,The Jokey Ad That Has People Outraged At A Popular Clothing Store,5497bbf76636610012240000,3078,37,0.012020792722547108,False,False
1525,2014-12-22 18:01:44.474,201451,54985c14363335001b780000,Why Kim Kardashian Might Want To Make Some Big New Year’s Resolutions,54985b8c3633350021520000,2909,23,0.007906497078033689,False,False
1526,2014-12-22 18:02:11.218,201451,54985c14363335001b780000,Can Feminists Retire In 2015? Let’s Look At The Evidence.,54985b8c3633350021520000,3038,26,0.008558262014483212,True,False
1527,2014-12-22 18:02:42.23,201451,54985c14363335001b780000,Did You Catch All These Events And News Stories In 2014?,54985b8c3633350021520000,3046,15,0.004924491135915955,False,False
1536,2014-12-22 21:09:34.051,201451,5498878336333500249e0000,They're Calling This Actor And Former High School Teacher 'The Next Harry Belafonte' — I Get It,54988679363335001e960000,2948,41,0.013907734056987787,False,False
1537,2014-12-22 21:09:59.509,201451,5498878336333500249e0000,I Wish This Actor Could Come To Dinner With Me ... And Not Because He's Insanely Handsome,54988679363335001e960000,3085,31,0.010048622366288493,False,False
1538,2014-12-22 21:44:10.222,201451,54989077363335001e9d0000,A Really Wild Look At What It Takes To Build A Human,54988fa936333500159c0000,2995,13,0.004340567612687813,False,False
1539,2014-12-22 21:52:43.514,201451,5498878336333500249e0000,"When He Calls On Us To Step Forward Instead Of Back, I Want Very Much To High Five This Handsome Man",54988679363335001e960000,3046,24,0.007879185817465528,False,False
1544,2014-12-22 23:32:35.532,201451,5494c119376162001e060000,"If Video Games Were More Like Real Life, Here's What Call Of Duty ​Might​ Look Like",5494c13d376162001b050000,3051,19,0.006227466404457555,False,False
1550,2014-12-23 00:57:58.483,201451,5494c119376162001e060000,Amy Schumer Plays A Realistic Video Game And Has A Frighteningly Realistic Experience,5494c13d376162001b050000,3134,29,0.009253350350989151,False,False
1556,2014-12-23 02:55:42.263,201451,5498d2aa66623000242c0000,"Here's A Riddle That No One Alive Today Will Ever Answer, But It's Still Worth A Try",5496fdd23963300015170000,2884,39,0.013522884882108182,False,False
1570,2014-12-23 14:41:55.841,201451,54997f333631630018860000,A Comic That Explains Exactly How To Discuss Rape,5498ebb1363163001e4b0000,2923,30,0.010263427984946972,False,False
1606,2014-12-24 06:54:27.239,201451,5499b7b46662300012d80000,What Would The Minimum Wage Be If It Kept Up All These Years? I Wish The Answer Were Less Shocking.,5499c5af6136320012000000,2893,32,0.01106118216384376,True,False
1615,2014-12-24 16:30:23.068,201451,549ae7786335660018720000,She Tries Playing A Video Game Using A Female Avatar. Brace Yourself. You'll Be Smacked By Reality.,5499a6fe6662300012b00000,2849,68,0.023868023868023867,False,False
1633,2014-12-29 05:46:57.644,201452,54a0ead13537340012040000,Patrick Gave Up On Human Connection. See What A Difference Sign Language Class Made.,549d0319356234001e0b0000,2794,16,0.00572655690765927,True,True
1634,2014-12-29 05:51:40.095,201452,54a0ead13537340012040000,A 10 Week Class To Changed Patrick's Life. What He Gained Is Something We All Take For Granted.,549d0319356234001e0b0000,2875,4,0.001391304347826087,False,False
1636,2015-01-13 08:38:22.832,201502,54afab5a36633300212a0000,This Alaskan Village Should Be The Role Model For American Cities,54afac21366333001b240000,2861,22,0.007689619014330654,True,False
