package_id,created_at,test_week,clickability_test_id,headline,eyecatcher_id,impressions,clicks,ctr,ctr_demeaned,first_place,winner
53,2014-11-20 13:36:52.879,201446,546d70df9ad54ec65b000026,"When NASA Crunched The Numbers, They Uncovered An Incredible Story No One Could See",546d6fcf9ad54ec1f9000018,4611,41,0.008891780524831923,0.6668768705095409,False,False
54,2014-11-20 13:37:38.589,201446,546d70df9ad54ec65b000026,This Stunning NASA Video Totally Changed What I Think About That Sky Up There,546d6fcf9ad54ec1f9000018,4525,36,0.007955801104972376,0.2841787277396477,False,False
55,2014-11-20 13:38:00.18,201446,546d70df9ad54ec65b000026,This Is Not About What You See When You Look Up In The Sky. This Weird Stuff Is What You Can’t See.,546d6fcf9ad54ec1f9000018,4558,24,0.005265467310223783,-0.815830230615298,False,False
56,2014-11-20 13:38:26.692,201446,546d70df9ad54ec65b000026,Nothing Prepared Me For This Mind-Bending NASA Video About What Went On Across The Earth During 2006,546d6fcf9ad54ec1f9000018,4605,46,0.00998914223669924,1.1155601216235793,True,False
58,2014-11-20 13:39:07.499,201446,546d70df9ad54ec65b000026,NASA’s Computers Reveal The Secret Life Of Carbon In The Atmosphere And It’s Totally Riveting,546d6fcf9ad54ec1f9000018,4522,19,0.004201680672268907,-1.2507854892574706,False,False
59,2014-11-20 15:49:25.132,201446,546e0d339ad54e667a00005a,2 People Took A Camera To 3 Countries. What They Discovered Might Change News Forever.,546a84cc5b606a1fa0000022,4532,47,0.010370697263901147,1.2570202694029835,True,False
71,2014-11-20 15:49:45.902,201446,546e0d339ad54e667a00005a,A Couple That Loves To Travel Together Came Up With A Genius Idea.,546a84cc5b606a1fa0000022,4627,44,0.009509401339961098,0.9862419313261541,False,False
83,2014-11-20 14:53:46.758,201446,546d3ee69ad54e667a00001f,I Love Lucy And Here's Why Every Woman Should,546dfb429ad54e1f7700003a,4592,57,0.012412891986062718,0.03076925106717668,False,False
85,2014-11-20 15:01:02.321,201446,546e006c26714cde76000048,Little Girls Who Play With Chemicals Instead Of Dolls? Hell Yeah.,545bc2ab18a41e9331000084,4519,28,0.006196061075459172,-0.702347599687389,False,False
86,2014-11-20 15:01:13.342,201446,546d3ee69ad54e667a00001f,10 Fabulous Ways Lucille Ball Was The Complete Opposite Of Her T.V. Character,546dfb429ad54e1f7700003a,4564,92,0.020157756354075372,1.6217466394246156,True,False
87,2014-11-20 15:02:07.21,201446,546e006c26714cde76000048,"If This Video Existed When I Was A Kid, I Might Be Working For NASA Instead Of Upworthy Right Now",545bc2ab18a41e9331000084,4640,51,0.010991379310344827,1.6451430658847517,True,False
88,2014-11-20 15:02:15.784,201446,546d3ee69ad54e667a00001f,How Lucille Ball Paved The Way For Women,546dfb429ad54e1f7700003a,4641,30,0.006464124111182934,-1.1912476530131515,False,False
89,2014-11-20 15:02:37.867,201446,546e006c26714cde76000048,She’s Got Her Lab Coat And Her Chemistry Set. Now Sing Along As She Shatters Gender Stereotypes.,545bc2ab18a41e9331000084,4518,38,0.008410801239486499,0.38185194809212036,False,False
90,2014-11-20 15:03:01.752,201446,546d3ee69ad54e667a00001f,10 Incredible Reasons We Should All Love Lucy - Forever,546dfb429ad54e1f7700003a,4633,42,0.009065400388517159,-0.6568842940882061,False,False
91,2014-11-20 15:03:19.597,201446,546e006c26714cde76000048,"Hey School House Rock, I Think I Just Found Your Missing Musical Number",545bc2ab18a41e9331000084,4511,38,0.008423852804256263,0.3882411854622783,False,False
92,2014-11-20 15:03:51.048,201446,546e006c26714cde76000048,Think Women Can’t Do Science? Boy Have I Got A Song For You!,545bc2ab18a41e9331000084,4639,26,0.005604656175899978,-0.9918627920658447,False,False
93,2014-11-20 15:04:07.054,201446,546e006c26714cde76000048,"Better Grab Your Lab Coat, Barbie, Or You’re History",545bc2ab18a41e9331000084,4547,28,0.00615790631185397,-0.7210258076859158,False,False
94,2014-11-20 15:04:17.121,201446,546dee0c26714c0538000056,Everybody Needs To Eat. So Why Do We Let Food Divide Us?,5465291f744884eb36000042,4622,24,0.005192557334487235,-1.3412925334771268,False,False
96,2014-11-20 15:06:23.594,201446,546dee0c26714c0538000056,She Drives Her Bus Around The Desert — But It's SO Not What I Thought,5465291f744884eb36000042,4590,46,0.010021786492374727,-0.44248421374872415,False,False
97,2014-11-20 15:07:12.86,201446,546dee0c26714c0538000056,It's One Thing That Can Bring Us All Together. So Why Are We Letting It Break Us Apart?,5465291f744884eb36000042,4531,46,0.01015228426395939,-0.41819617957773436,False,False
99,2014-11-20 15:10:59.619,201446,546dee0c26714c0538000056,"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",5465291f744884eb36000042,4572,95,0.02077865266841645,1.5595663200181795,True,False
101,2014-11-20 15:14:17.853,201446,546dee0c26714c0538000056,At First You Think It's Just A Bus. But Then They Show You What's Inside.,5465291f744884eb36000042,4497,71,0.01578830331331999,0.6307705697924741,False,False
106,2014-11-20 15:48:03.313,201446,546e0d339ad54e667a00005a,Say Goodbye To The News You Once Knew. These 2 People Have Invented New News.,546a84cc5b606a1fa0000022,4427,12,0.0027106392590919358,-1.1511854569470297,False,False
107,2014-11-20 15:48:25.213,201446,546e0d339ad54e667a00005a,"If Vice And Upworthy Had A Baby, It Might Look Like This",546a84cc5b606a1fa0000022,4647,31,0.0066709705186141595,0.09388245395346019,False,False
108,2014-11-20 16:01:57.745,201446,546e107526714c82cc00003d,Kim Jong Un Would Really Hate For You To Watch This Which Is Exactly Why You Should,546df39a84ad380b59000037,4624,198,0.042820069204152246,1.6480462456249203,True,False
109,2014-11-20 16:11:33.138,201446,546e107526714c82cc00003d,"In Her Country, You Can Be Executed For Watching A Hollywood Movie",546df39a84ad380b59000037,4491,39,0.008684034736138945,-0.8031925155161519,False,False
110,2014-11-20 16:13:30.258,201446,546e107526714c82cc00003d,Life Under Kim Jong Un Is Worse Than I Ever Imagined. Take It From One Who Escaped.,546df39a84ad380b59000037,4624,107,0.0231401384083045,0.2348706985777468,False,False
111,2014-11-20 16:22:12.821,201446,546e107526714c82cc00003d,Imagine A Country Where You Could Be Executed For Watching A RomCom. What If I Told You It Was Real?,546df39a84ad380b59000037,4595,58,0.012622415669205658,-0.5203854422950918,False,False
112,2014-11-20 16:23:01.666,201446,546e107526714c82cc00003d,The Story Of A Young Girl’s Escape From The Horrors Of North Korea,546df39a84ad380b59000037,4553,55,0.012079947287502746,-0.5593389863914232,False,False
113,2014-11-20 16:34:44.884,201446,546e182426714c1ad900003d,Strangers Ask This Lesbian Questions And Her Raised Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,4069,132,0.0324404030474318,1.3257091508598677,True,False
114,2014-11-20 16:34:58.036,201446,546e182426714c1ad900003d,Strangers Ask Her Questions About Lesbians. Her Raised Eyebrow Game Shames Us All.,546d1b4bfd3617f091000041,4020,98,0.02437810945273632,-1.1144043384095472,False,False
115,2014-11-20 16:35:16.432,201446,546e182426714c1ad900003d,Strangers Ask Her Questions About Lesbian. Watch Her Eyebrows. They're Not Ok With It.,546d1b4bfd3617f091000041,4159,126,0.03029574416927146,0.6766120921861916,False,False
120,2014-11-20 16:54:23.626,201446,546e1cbf84ad385a0a000055,"If This Video Existed When I Was A Kid, I Might Be Working For NASA Instead Of Upworthy Right Now",545bc38449823f2121000096,2950,14,0.0047457627118644066,-0.20502517914841148,False,False
124,2014-11-20 16:56:44.041,201446,546e1d4b26714c82cc00004b,10 Fabulous Ways Lucille Ball Was The Complete Opposite Of Her T.V. Character,546dfb429ad54e1f7700003a,4048,64,0.015810276679841896,-0.38682160900846335,False,False
127,2014-11-20 17:03:44.077,201446,546e1d4b26714c82cc00004b,10 Surprising Things About Lucille Ball That Made Her A Total Bad-Ass,546dfb429ad54e1f7700003a,4169,108,0.025905492923962582,1.5883592265505528,True,False
130,2014-11-20 17:12:34.765,201446,546e20f826714c82cc000050,One Town Got Sick Of Corporations Buying Elections. Now They're Fighting Back.,546e225326714c82cc000054,4029,34,0.008438818565400843,0.08642115693662235,False,False
131,2014-11-20 17:12:50.655,201446,546e20f826714c82cc000050,"It's Rare That I Can Say This, But Something Awesome Just Happened In Florida",546e225326714c82cc000054,4022,39,0.009696668324216808,0.5895900196209721,False,False
132,2014-11-20 17:13:15.013,201446,546e20f826714c82cc000050,Corporations Like To Buy Elections. 1 Town Isn't Buying What They're Selling Anymore.,546e225326714c82cc000054,3993,31,0.00776358627598297,-0.18368730453333787,False,False
133,2014-11-20 17:13:47.607,201446,546e20f826714c82cc000050,They Just Passed A Law In Florida That Gives Corporations The Middle Finger And You More Awesome,546e225326714c82cc000054,4113,50,0.012156576707999028,1.5736100069845749,True,False
134,2014-11-20 17:14:16.222,201446,546e20f826714c82cc000050,"If You Hate What Elections Have Become As Much As I Do, This Will Cheer You Up",546e225326714c82cc000054,4116,23,0.005587949465500486,-1.053992117864263,False,False
135,2014-11-20 17:15:23.766,201446,546e1d4b26714c82cc00004b,How Lucille Ball's Remarkable Personal Life Was Absolutely Nothing Like Her T.V. Role,546dfb429ad54e1f7700003a,4022,73,0.018150174042764793,0.07099131115676957,False,False
136,2014-11-20 17:15:36.955,201446,546e20f826714c82cc000050,A Handful Of Badass Activists Just Outsmarted Election-Buying Corporations. Who's Next?,546e225326714c82cc000054,4040,23,0.005693069306930693,-1.011941761144566,False,False
137,2014-11-20 17:16:02.987,201446,546e1d4b26714c82cc00004b,How Lucille Ball's Offscreen Battles Effect Women To This Very Day,546dfb429ad54e1f7700003a,4020,53,0.01318407960199005,-0.9006505368033503,False,False
138,2014-11-20 17:19:38.937,201446,546e1d4b26714c82cc00004b,"If You Think ""I Love Lucy"" Was Bad For Women - Take A Closer Look",546dfb429ad54e1f7700003a,4061,86,0.02117704998768776,0.6632151143376379,False,False
141,2014-11-20 18:54:31.394,201446,546e387526714cd2dd000064,She Told The Internet To Ask Her Questions About Lesbians And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3077,106,0.03444913877153071,0.9975163884644644,True,False
152,2014-11-20 17:33:36.039,201446,546e182426714c1ad900003d,Strangers Ask This Lesbian Questions And I Can't Help But Aspire To Her Raised-Eyebrow Greatness,546d1b4bfd3617f091000041,4110,113,0.027493917274939172,-0.1713817843896068,False,False
155,2014-11-20 17:37:05.913,201446,546e182426714c1ad900003d,People Ask This Gay Lady Questions About Gay Ladies And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3970,102,0.025692695214105794,-0.7165351202469064,False,False
165,2014-11-20 18:01:07.371,201446,546e2c6326714c82cc000069,"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",5465292d744884f7fb000034,3508,79,0.022519954389965794,0.6121710489480258,False,False
166,2014-11-20 18:14:27.13,201446,546e2c6326714c82cc000069,"At First I Was Skeptical, But When I Saw What This Woman Does Every Day I Was Thrilled",5465292d744884f7fb000034,3486,71,0.020367183017785426,0.23748212455305814,False,False
173,2014-11-20 18:31:51.834,201446,546e2c6326714c82cc000069,I Didn't Think This Woman's Plan Could Work. But Then I Saw What She Does Every Day.,5465292d744884f7fb000034,3538,60,0.016958733747880157,-0.3557569937756748,False,False
180,2014-11-20 18:44:09.081,201446,546e2c6326714c82cc000069,At First I Doubted This Woman's Plan. But Then I Saw What She Actually Does Every Day.,5465292d744884f7fb000034,3571,51,0.014281713805656678,-0.8216911545963318,False,False
181,2014-11-20 18:48:24.513,201446,546e2c6326714c82cc000069,"At First, I Wasn't Convinced. But Then They Show What This Woman Actually Does Every Day.",5465292d744884f7fb000034,3591,107,0.02979671400724032,1.8786879068509885,True,False
182,2014-11-20 18:52:37.43,201446,546e387526714cd2dd000064,Strangers Ask This Lesbian Questions And Her Raised Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3012,102,0.03386454183266932,0.8743855999242512,False,False
183,2014-11-20 18:52:53.552,201446,546e387526714cd2dd000064,People Ask Her Questions About Lesbians  And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3065,72,0.023491027732463296,-1.3105368418168222,False,False
184,2014-11-20 18:53:33.401,201446,546e387526714cd2dd000064,People Ask This Lesbian Weird Questions And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,2960,78,0.026351351351351353,-0.7080808943740519,False,False
185,2014-11-20 18:54:07.003,201446,546e387526714cd2dd000064,She Asked Strangers To Ask Her Questions About Lesbians And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3124,95,0.030409731113956465,0.146715747802162,False,False
190,2014-11-20 19:15:31.036,201446,546e3bff84ad385a0a000080,"27,000 People Say There Is Definitely Such Thing As A Free Lunch",546e3d6d84ad38b2ce000054,3063,9,0.002938295788442703,-1.418750336042632,False,False
191,2014-11-20 19:17:18.658,201446,546e3bff84ad385a0a000080,"The Food Is Good, But The Service Is Priceless",546e3d6d84ad38b2ce000054,2973,25,0.008409014463504878,0.9307048029853252,True,False
192,2014-11-20 19:19:48.207,201446,546e3bff84ad385a0a000080,Imagine Running A Restaurant With No Prices And No Backup Plan. It Looks Like Fun.,546e3d6d84ad38b2ce000054,3116,21,0.006739409499358151,0.21367616449176677,False,False
193,2014-11-20 19:19:57.779,201446,546e3edd9ad54e2af0000065,10 Surprising Things About Lucille Ball That Made Her A Total Bad-Ass,546dfb429ad54e1f7700003a,3024,82,0.027116402116402115,1.0942762372011894,True,False
194,2014-11-20 19:20:40.871,201446,546e3edd9ad54e2af0000065,10 Trailblazing Things About Lucille Ball That Made Her A Total Bad-Ass,546dfb429ad54e1f7700003a,3131,63,0.02012136697540722,-0.48396441182335365,False,False
199,2014-11-20 21:06:58.922,201446,546c0f9d35992b614b000066,We Had Al Capone In The 1920s. Now We've Got Al Capone Times 50. But This Guy's Got A Solution.,546c3bdcbadeb57887000006,2986,21,0.007032819825853985,-0.5725020998757551,True,False
201,2014-11-20 19:31:58.749,201446,546e41a384ad380752000078,This Is What Sexism Against Men Sounds Like,546d900426714cd2dd00002e,3073,108,0.03514480963228116,1.1515396170206453,True,True
202,2014-11-20 19:32:12.556,201446,546e41a384ad380752000078,This Is What Sexism Against Men Looks Like,546d900426714cd2dd00002e,3018,103,0.03412856196156395,0.8528781453460866,False,False
203,2014-11-20 19:32:40.881,201446,546e41a384ad380752000078,"If You Were Wondering What Sexism Against Men Looks Like, This Will Explain It",546d900426714cd2dd00002e,3054,92,0.030124426981008513,-0.3238830719586316,False,False
204,2014-11-20 19:33:01.884,201446,546d15b5fd361704d1000055,They're Called The Silent Victims. It's Time We Raised Our Voices To Help.,546d575c84ad38b2ce00001c,3038,21,0.0069124423963133645,-1.0316461356973172,False,False
205,2014-11-20 19:33:04.849,201446,546e41a384ad380752000078,This Is What Sexism Against Men Sounds Like. Yup. Still Awful.,546d900426714cd2dd00002e,3122,107,0.03427290198590647,0.8952977299944384,False,False
206,2014-11-20 19:33:41.591,201446,546e41a384ad380752000078,This Is What Sexism Against Men Sounds Like. Maybe We Should Try To Stop It Too.,546d900426714cd2dd00002e,2994,91,0.030394121576486306,-0.24462347106702334,False,False
208,2014-11-20 19:34:06.407,201446,546d15b5fd361704d1000055,An Act Of Desperation Over 20 Years Ago May Help Save Lives Even Today,546d575c84ad38b2ce00001c,3092,30,0.009702457956015523,-0.6873516660754042,False,False
209,2014-11-20 19:35:03.628,201446,546e41a384ad380752000078,This Is What Sexism Against Men Sounds Like. Yet Another Reason Why We Can't Have Nice Things.,546d900426714cd2dd00002e,2981,82,0.027507547802750755,-1.0929485361100935,False,False
210,2014-11-20 19:52:08.614,201446,546e203026714c6c4400005d,"When He Sees His Mom, Pure Joy. Why Would Anyone Want To Keep Her From Him?",546e1e4226714c0538000075,3043,24,0.007886953664147224,1.4417379628534064,True,False
211,2014-11-20 19:35:18.056,201446,546d15b5fd361704d1000055,A Little Girl’s 9-1-1 Call That Will Break Your Heart,546d575c84ad38b2ce00001c,3026,76,0.02511566424322538,1.2146741722301537,True,False
213,2014-11-20 19:35:51.459,201446,546d15b5fd361704d1000055,A 911 Call That Unnerved The Dispatcher. For Good Reason.,546d575c84ad38b2ce00001c,3093,70,0.02263174911089557,0.9081532139159894,False,False
214,2014-11-20 19:35:58.154,201446,546e41a384ad380752000078,This Is What Sexism Against Men Sounds Like. Guess Who's Behind It?,546d900426714cd2dd00002e,3104,101,0.032538659793814435,0.38562736099395684,False,False
215,2014-11-20 19:36:25.028,201446,546e3edd9ad54e2af0000065,10 Remarkable Things About Lucille Ball That Made Her Totally Fierce,546dfb429ad54e1f7700003a,3039,75,0.024679170779861797,0.5443808487046483,False,False
216,2014-11-20 19:37:08.128,201446,546d15b5fd361704d1000055,The Voice Of A Silent Victim That Made My Blood Boil,546d575c84ad38b2ce00001c,3000,36,0.012,-0.40382958437342065,False,False
217,2014-11-20 19:38:33.421,201446,546e3edd9ad54e2af0000065,10 Remarkable Things About Lucille Ball That Made Her The Fiercest Woman In Hollywood,546dfb429ad54e1f7700003a,3002,48,0.015989340439706862,-1.416244537661698,False,False
218,2014-11-20 19:39:17.21,201446,546e3edd9ad54e2af0000065,10 Totally Fierce Things Lucille Ball Did That Will Make You Love Her Even More,546dfb429ad54e1f7700003a,3098,60,0.019367333763718526,-0.6540916294019008,False,False
223,2014-11-20 19:52:18.895,201446,546e203026714c6c4400005d,What Should We Do For Children Of The Incarcerated? Let Them See Their Parents.,546e1e4226714c0538000075,3038,14,0.004608294930875576,-0.11367615394220076,False,False
224,2014-11-20 19:52:26.43,201446,546e203026714c6c4400005d,"Hey Minds, Wanna Get Changed? Prison Visits Are Good For Kids Of Incarcerated Parents.",546e1e4226714c0538000075,3120,10,0.003205128205128205,-0.7793463291566528,False,False
225,2014-11-20 19:52:30.932,201446,546e203026714c6c4400005d,These Kids Are Excited To Go To A Prison Because Their Parents Are In There,546e1e4226714c0538000075,2980,11,0.003691275167785235,-0.5487154797545535,False,False
231,2014-11-20 20:07:48.471,201446,546e497726714cde76000081,She Laid Roses Where Her Son Was Killed. They Crushed Them With Their Car. That's How It Started.,546c567f545240b352000009,3118,56,0.01796023091725465,0.8025203293959042,True,False
232,2014-11-20 20:08:01.608,201446,546e497726714cde76000081,I Thought They Were Good Guys. Then They Killed Many Teenage Boys And My Trust Is Them Is Squashed.,546c567f545240b352000009,2987,50,0.016739203213927016,0.28083997191348054,False,False
233,2014-11-20 20:08:14.04,201446,546e497726714cde76000081,Dozens Of Cameras Caught Them Putting Their Hands Up. There Was No Denying After That.,546c567f545240b352000009,3080,39,0.012662337662337663,-1.4609883851047452,False,False
234,2014-11-20 20:08:43.549,201446,546e497726714cde76000081,"They'd Been Killing Young Boys For Years And Getting Away With It. After Mike Died, Things Changed.",546c567f545240b352000009,3065,52,0.016965742251223492,0.3776280837953603,False,False
239,2014-11-20 20:17:17.036,201446,546e4c4d26714cd2dd00007d,14 Awful Diseases You Never Had To Deal With Because You And Everyone Around You Was Vaccinated,53dfa271d2bf81c672000011,3046,33,0.010833880499015102,-0.9086732973366403,False,False
240,2014-11-20 20:18:19.49,201446,546e4c4d26714cd2dd00007d,We Used To Die In Our 20s And 30s. Now We Don't. Here Are 14 Big Reasons Why.,546e500a26714c053800009f,3093,146,0.047203362431296476,0.638060919304798,False,False
242,2014-11-20 20:19:13.81,201446,546e4c4d26714cd2dd00007d,Ever Wonder Why People 100 Years Ago Died So Much Younger? It's These 14 Reasons.,546e500a26714c053800009f,3074,176,0.057254391672088484,1.0655146528537993,True,False
245,2014-11-20 20:23:37.883,201446,546e4c4d26714cd2dd00007d,14 Reasons Why Going Back In Time Would Be The Worst Idea Ever,546e50099ad54e2af0000078,3035,41,0.013509060955518945,-0.794902274821957,False,False
247,2014-11-20 21:57:01.728,201446,546e63ad84ad380b59000072,She Asked Strangers To Ask Her Questions About Lesbians And Her Raised-Eyebrow Game Shames Us All,546d1b4bfd3617f091000041,3015,92,0.030514096185737978,-1.1265454756570399,False,False
248,2014-11-20 21:07:01.286,201446,546c0f9d35992b614b000066,What Is More Dangerous: Shooting Up Drugs Or Laws Against Drugs? The Answer Shocked Me.,546c3bdcbadeb57887000006,3057,15,0.004906771344455349,-0.9149388068506277,False,False
249,2014-11-20 21:07:06.06,201446,546c0f9d35992b614b000066,The *Real* Reason Why Drugs Like Marijuana And Coke Are Illegal. It's Not What I Expected.,546c3bdcbadeb57887000006,3113,59,0.018952778670093158,1.3474124691523266,False,False
251,2014-11-20 21:11:24.634,201446,546d63e226714c0538000032,She Took Personal Photos She Found In An Awful Tragedy And Put Them All Over Facebook. Well Done.,546e576784ad385a0a00009a,3073,79,0.02570777741620566,0.7302331608685357,False,False
252,2014-11-20 21:12:06.082,201446,546d63e226714c0538000032,"In 2011, An Awful, Destructive Thing Happened To Them. One Woman Got Lucky. So She Helped Others.",546e576784ad385a0a00009a,3037,35,0.011524530786960816,-1.514518023039854,False,False
253,2014-11-20 21:12:55.375,201446,546d63e226714c0538000032,"Personal Pictures Fell From The Sky, So She Picked Them All Up And Did A Wonderful Thing With Them",546e576784ad385a0a00009a,2952,56,0.018970189701897018,-0.3361099969241172,False,False
254,2014-11-20 21:14:09.032,201446,546d63e226714c0538000032,She Took Things That were So Very Personal To Their Owners And Posted Them All Over Facebook,546e576784ad385a0a00009a,2996,65,0.021695594125500667,0.09523375436473606,False,False
255,2014-11-20 21:15:34.321,201446,546d63e226714c0538000032,She Found Other People's Incredibly Personal Photos. And She Posted Them All Over Facebook.,546e576784ad385a0a00009a,3228,89,0.027571251548946716,1.0251611047306992,True,False
259,2014-11-20 21:29:50.536,201446,546c0f9d35992b614b000066,"He Starts By Talking About Drugs. A Few Minutes In, He Flips Everything I Believed On Its Head.",546c3bdcbadeb57887000006,3055,35,0.011456628477905073,0.14002843757405575,False,False
262,2014-11-20 21:57:48.606,201446,546e63ad84ad380b59000072,"She Let Strangers Ask Her Questions About Lesbians, Then Her Raised-Eyebrow Game Shamed Us All",546d1b4bfd3617f091000041,3058,104,0.034009156311314584,0.7827527334032703,True,False
275,2014-11-20 21:58:09.933,201446,546e63ad84ad380b59000072,"She Let The Internet Ask Her Questions About Lesbians, Then Her Raised-Eyebrow Game Shamed Us All",546d1b4bfd3617f091000041,3132,104,0.033205619412515965,0.3437927422537696,False,False
279,2014-11-20 21:49:52.92,201446,546e620026714cd2dd000091,"The More And More These 4 People Talk, The More Pissed I Get.",5332fb36a2fc90ead000217d,2999,44,0.014671557185728577,-0.8056944192544188,False,False
280,2014-11-20 21:50:28.645,201446,546e620026714cd2dd000091,"The More And More These 4 People Talk, The More Pissed I Get.",546cae83badeb54dd0000010,3035,109,0.035914332784184516,1.7002679310076358,True,False
281,2014-11-20 21:51:20.937,201446,546e620026714cd2dd000091,"This Video Will Never Do Well On The Internet, But They Don't Care",5332fb36a2fc90ead000217d,3135,69,0.02200956937799043,0.0599543371589729,False,False
282,2014-11-20 21:52:11.175,201446,546e620026714cd2dd000091,This Video Will Never Do Well On The Internet. Period.,546cae83badeb54dd0000010,3008,52,0.017287234042553192,-0.4971289169134384,False,False
283,2014-11-20 23:17:59.359,201446,546e54d99ad54e1f77000068,A Mother’s Career Was Hurting Her Daughter. How They’ve Teamed Up Now Is Inspiring.,546e58c49ad54eec8d00007b,2989,77,0.02576112412177986,0.9412942308980426,True,False
284,2014-11-20 21:53:13.608,201446,546e620026714cd2dd000091,"This Video Will Never Do Well On The Internet, But It Should Be Everywhere",5332fb36a2fc90ead000217d,3064,54,0.01762402088772846,-0.4573989319987503,False,False
293,2014-11-20 23:11:50.301,201446,546e54d99ad54e1f77000068,A Mother-Daughter Movement That Will Literally Inspire The Pants Off Of You,546e58c49ad54eec8d00007b,3057,72,0.023552502453385672,0.4709187913210397,False,False
294,2014-11-20 23:16:58.745,201446,546e54d99ad54e1f77000068,"We’ve Seen These Folks Undressing Before, But Now They’re Taking Off In A Whole New Way",546e58c49ad54eec8d00007b,3071,73,0.02377075871051775,0.5174013484552246,False,False
295,2014-11-20 23:19:27.13,201446,546e54d99ad54e1f77000068,It's Hard To Believe These People Struggled With Their Bodies. But That's The Point.,546e58c49ad54eec8d00007b,3044,60,0.01971090670170828,-0.347235044725585,False,False
296,2014-11-20 23:24:01.21,201446,546e54d99ad54e1f77000068,"They Love Beauty But Hate Fashion, So They’re Starting A Style Revolution",546e58c49ad54eec8d00007b,3091,43,0.013911355548366224,-1.5823793259487213,False,False
315,2014-11-21 00:51:47.716,201446,546e8ca387942a99a6000002,I Thought They Were Good Guys. Then They Killed Many Teenage Boys And My Trust In Them Is Squashed.,546e49d426714c8566000064,3035,23,0.007578253706754531,-1.1694478148559786,False,False
316,2014-11-21 00:52:06.097,201446,546e8ca387942a99a6000002,They Were Heroes To Many Of Us. Until They Killed A Young Boy And Then Our Feelings Changed.,546e49d426714c8566000064,3056,34,0.01112565445026178,-0.31982272841493564,False,False
317,2014-11-21 00:52:14.864,201446,546e8ca387942a99a6000002,I Once Trusted Them. I Found Out They Killed Several Teenage Boys And Now My Trust Is Gone.,546e49d426714c8566000064,3031,53,0.017485978225008247,1.2035153513897334,True,False
318,2014-11-21 00:52:22.88,201446,546e8ca387942a99a6000002,They Crushed The Roses A Dead Boy's Mom Left For Him With A Car. Can You Still Call Them Good Guys?,546e49d426714c8566000064,3076,42,0.013654096228868661,0.2857551918811805,False,False
